passage_id,condition,candidate_id,canonical_id,alias_id,author_id,author_name,work_id,work_title,gutenberg_ebook_no,selection_rank_within_work,final_index_within_author,candidate_index_within_source,start_word_index,end_word_index,word_count,sentence_count,paragraph_count,start_char,end_char,dialogue_marker_count,dialogue_marker_per_1000w,punctuation_per_1000w,semicolon_per_1000w,dash_per_1000w,apostrophe_per_1000w,mean_sentence_words,long_sentence_ratio,selection_method
WILDE_DORIAN_GRAY_022,original,WILDE_AUTHOR6_WORK1_0081,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,22,22,81,57885,58470,585,31,8,314215,317410,13,22.222,162.393,0.0,0.0,5.128,18.871,0.096774,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_023,original,WILDE_AUTHOR6_WORK1_0084,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,23,23,84,60070,60623,553,52,11,326229,329088,28,50.633,215.19,3.617,1.808,12.658,10.635,0.019231,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_024,original,WILDE_AUTHOR6_WORK1_0087,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,24,24,87,62216,62775,559,30,8,337548,340613,18,32.2,175.313,0.0,0.0,8.945,18.633,0.033333,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_025,original,WILDE_AUTHOR6_WORK1_0091,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,25,25,91,65099,65654,555,38,10,353502,356516,12,21.622,165.766,0.0,0.0,0.0,14.605,0.026316,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_026,original,WILDE_AUTHOR6_WORK1_0095,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,26,26,95,67939,68496,557,55,18,369010,371886,57,102.334,265.709,1.795,0.0,17.953,10.127,0.018182,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_027,original,WILDE_AUTHOR6_WORK1_0099,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,27,27,99,70814,71365,551,45,12,384803,387864,24,43.557,201.452,0.0,0.0,7.26,12.244,0.022222,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_028,original,WILDE_AUTHOR6_WORK1_0102,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,28,28,102,72926,73498,572,65,19,396199,399205,45,78.671,256.993,1.748,1.748,12.238,8.8,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_029,original,WILDE_AUTHOR6_WORK1_0106,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,29,29,106,75818,76368,550,56,5,411515,414436,12,21.818,209.091,0.0,1.818,7.273,9.821,0.017857,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_030,original,WILDE_AUTHOR6_WORK1_0109,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,30,30,109,77986,78544,558,50,5,422910,425825,0,0.0,146.953,0.0,5.376,0.0,11.16,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_001,original,WILDE_AUTHOR6_WORK2_0006,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,1,31,6,3594,4145,551,40,12,20476,23598,8,14.519,186.933,3.63,0.0,7.26,13.775,0.025,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_002,original,WILDE_AUTHOR6_WORK2_0008,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,2,32,8,5030,5611,581,26,4,28482,31624,0,0.0,134.251,8.606,5.164,0.0,22.346,0.153846,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_003,original,WILDE_AUTHOR6_WORK2_0009,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,3,33,9,5767,6340,573,14,4,32460,35709,9,15.707,162.304,3.49,1.745,15.707,40.929,0.5,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_004,original,WILDE_AUTHOR6_WORK2_0011,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,4,34,11,7262,7836,574,26,8,40654,43862,10,17.422,153.31,3.484,0.0,17.422,22.077,0.115385,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_005,original,WILDE_AUTHOR6_WORK2_0013,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,5,35,13,8735,9353,618,22,8,48920,52392,20,32.362,166.667,4.854,0.0,21.036,28.091,0.227273,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_006,original,WILDE_AUTHOR6_WORK2_0015,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,6,36,15,10249,10815,566,25,8,57393,60436,9,15.901,155.477,1.767,1.767,10.601,22.64,0.2,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_007,original,WILDE_AUTHOR6_WORK2_0016,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,7,37,16,10990,11548,558,36,7,61376,64336,11,19.713,164.875,0.0,1.792,14.337,15.5,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_008,original,WILDE_AUTHOR6_WORK2_0018,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,8,38,18,12456,13021,565,36,19,69407,72547,45,79.646,247.788,5.31,0.0,46.018,15.694,0.083333,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_009,original,WILDE_AUTHOR6_WORK2_0020,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,9,39,20,13920,14517,597,33,9,77708,81125,26,43.551,187.605,15.075,0.0,25.126,18.091,0.121212,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_010,original,WILDE_AUTHOR6_WORK2_0022,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,10,40,22,15464,16015,551,24,3,86398,89585,13,23.593,172.414,0.0,0.0,16.334,22.958,0.166667,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_011,original,WILDE_AUTHOR6_WORK2_0024,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,11,41,24,16900,17486,586,21,5,94509,97861,4,6.826,179.181,8.532,1.706,6.826,27.905,0.238095,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_012,original,WILDE_AUTHOR6_WORK2_0025,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,12,42,25,17643,18213,570,20,3,98739,101980,7,12.281,135.088,1.754,0.0,8.772,28.5,0.25,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_013,original,WILDE_AUTHOR6_WORK2_0027,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,13,43,27,19172,19730,558,20,9,107313,110420,22,39.427,204.301,0.0,0.0,21.505,27.9,0.25,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_014,original,WILDE_AUTHOR6_WORK2_0028,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,14,44,28,19903,20453,550,31,16,111303,114314,47,85.455,263.636,12.727,0.0,50.909,17.742,0.064516,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_015,original,WILDE_AUTHOR6_WORK2_0030,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,15,45,30,21385,21974,589,30,3,119283,122492,18,30.56,200.34,3.396,0.0,23.769,19.633,0.133333,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_016,original,WILDE_AUTHOR6_WORK2_0032,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,16,46,32,22861,23461,600,19,3,127426,130728,7,11.667,143.333,1.667,3.333,6.667,31.579,0.368421,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_017,original,WILDE_AUTHOR6_WORK2_0033,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,17,47,33,23622,24214,592,34,14,131650,134928,28,47.297,211.149,1.689,0.0,28.716,17.412,0.117647,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_018,original,WILDE_AUTHOR6_WORK2_0034,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,18,48,34,24366,24953,587,34,8,135754,138932,27,45.997,209.54,11.925,5.111,18.739,17.265,0.029412,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_019,original,WILDE_AUTHOR6_WORK2_0036,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,19,49,36,25826,26377,551,47,10,143362,146339,41,74.41,261.343,10.889,3.63,21.779,11.723,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_020,original,WILDE_AUTHOR6_WORK2_0037,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,20,50,37,26536,27119,583,42,17,147174,150390,52,89.194,264.151,10.292,0.0,51.458,13.881,0.02381,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_021,original,WILDE_AUTHOR6_WORK2_0040,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,21,51,40,28738,29293,555,49,17,159358,162320,63,113.514,315.315,10.811,5.405,61.261,11.327,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_022,original,WILDE_AUTHOR6_WORK2_0041,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,22,52,41,29459,30009,550,44,3,163190,166089,7,12.727,163.636,5.455,0.0,9.091,12.5,0.022727,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_023,original,WILDE_AUTHOR6_WORK2_0043,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,23,53,43,30912,31503,591,11,8,171013,174381,11,18.613,148.9,10.152,10.152,16.92,53.727,0.636364,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_024,original,WILDE_AUTHOR6_WORK2_0045,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,24,54,45,32396,32970,574,29,4,179358,182370,11,19.164,155.052,8.711,6.969,8.711,19.793,0.172414,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_025,original,WILDE_AUTHOR6_WORK2_0046,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,25,55,46,33127,33684,557,47,11,183161,186095,43,77.199,229.803,12.567,7.181,39.497,11.851,0.021277,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_026,original,WILDE_AUTHOR6_WORK2_0047,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,26,56,47,33837,34387,550,26,11,186936,190033,31,56.364,198.182,3.636,5.455,38.182,21.154,0.192308,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_027,original,WILDE_AUTHOR6_WORK2_0050,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,27,57,50,36015,36593,578,27,13,199210,202540,18,31.142,174.74,6.92,5.19,24.221,21.407,0.111111,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_028,original,WILDE_AUTHOR6_WORK2_0051,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,28,58,51,36782,37344,562,25,5,203659,206731,13,23.132,142.349,0.0,3.559,12.456,22.48,0.16,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_029,original,WILDE_AUTHOR6_WORK2_0052,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,29,59,52,37551,38113,562,22,4,207930,211057,3,5.338,128.114,3.559,7.117,3.559,25.545,0.272727,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_LORD_ARTHUR_STORIES_030,original,WILDE_AUTHOR6_WORK2_0054,pg_wilde_773,author6_work2,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,773,30,60,54,38998,39559,561,50,12,215805,218720,26,46.346,190.731,0.0,1.783,28.52,11.22,0.0,deterministic_even_spread_30_per_work_after_quality_filters
