passage_id,condition,candidate_id,canonical_id,alias_id,author_id,author_name,work_id,work_title,gutenberg_ebook_no,selection_rank_within_work,final_index_within_author,candidate_index_within_source,start_word_index,end_word_index,word_count,sentence_count,paragraph_count,start_char,end_char,dialogue_marker_count,dialogue_marker_per_1000w,punctuation_per_1000w,semicolon_per_1000w,dash_per_1000w,apostrophe_per_1000w,mean_sentence_words,long_sentence_ratio,selection_method
TWAIN_HUCKLEBERRY_FINN_002,original,TWAIN_AUTHOR4_WORK1_0012,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,2,2,12,7990,8546,556,39,9,41733,44454,56,100.719,280.576,16.187,10.791,86.331,14.256,0.051282,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_003,original,TWAIN_AUTHOR4_WORK1_0019,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,3,3,19,13111,13668,557,27,7,66944,69658,21,37.702,168.761,12.567,3.591,30.521,20.63,0.111111,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_004,original,TWAIN_AUTHOR4_WORK1_0023,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,4,4,23,16016,16582,566,32,7,81260,84119,20,35.336,180.212,1.767,1.767,28.269,17.688,0.03125,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_005,original,TWAIN_AUTHOR4_WORK1_0027,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,5,5,27,18921,19481,560,41,13,95617,98303,68,121.429,273.214,3.571,5.357,85.714,13.659,0.0,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_006,original,TWAIN_AUTHOR4_WORK1_0033,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,6,6,33,23263,23816,553,27,10,117021,119839,38,68.716,216.998,7.233,9.042,39.783,20.481,0.148148,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_007,original,TWAIN_AUTHOR4_WORK1_0038,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,7,7,38,26862,27421,559,26,8,134998,137923,25,44.723,187.835,5.367,1.789,35.778,21.5,0.192308,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_008,original,TWAIN_AUTHOR4_WORK1_0044,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,8,8,44,31157,31721,564,52,19,157028,159871,99,175.532,386.525,31.915,17.73,108.156,10.846,0.0,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_009,original,TWAIN_AUTHOR4_WORK1_0048,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,9,9,48,33996,34559,563,34,16,171172,173989,77,136.767,309.059,7.105,5.329,83.481,16.559,0.029412,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_010,original,TWAIN_AUTHOR4_WORK1_0053,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,10,10,53,37643,38197,554,22,6,189286,192068,12,21.661,160.65,19.856,3.61,18.051,25.182,0.136364,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_011,original,TWAIN_AUTHOR4_WORK1_0057,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,11,11,57,40574,41142,568,19,9,204284,207182,6,10.563,125.0,12.324,1.761,7.042,29.895,0.157895,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_012,original,TWAIN_AUTHOR4_WORK1_0061,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,12,12,61,43457,44019,562,19,3,219228,222015,16,28.47,161.922,10.676,1.779,21.352,29.579,0.263158,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_013,original,TWAIN_AUTHOR4_WORK1_0066,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,13,13,66,47107,47667,560,16,7,237398,240213,15,26.786,151.786,19.643,16.071,21.429,35.0,0.25,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_014,original,TWAIN_AUTHOR4_WORK1_0071,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,14,14,71,50783,51376,593,34,14,256332,259526,50,84.317,268.128,13.491,0.0,30.354,17.441,0.088235,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_015,original,TWAIN_AUTHOR4_WORK1_0077,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,15,15,77,55310,55861,551,29,17,280372,283270,47,85.299,261.343,7.26,9.074,54.446,19.0,0.034483,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_016,original,TWAIN_AUTHOR4_WORK1_0081,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,16,16,81,58233,58798,565,21,3,295915,298818,12,21.239,180.531,12.389,5.31,17.699,26.905,0.238095,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_017,original,TWAIN_AUTHOR4_WORK1_0086,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,17,17,86,61852,62411,559,29,11,314407,317334,60,107.335,280.859,23.256,19.678,67.979,19.276,0.103448,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_018,original,TWAIN_AUTHOR4_WORK1_0091,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,18,18,91,65622,66189,567,30,11,334126,337146,46,81.129,255.732,10.582,12.346,51.146,18.9,0.133333,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_019,original,TWAIN_AUTHOR4_WORK1_0096,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,19,19,96,69221,69787,566,24,6,352525,355343,19,33.569,169.611,21.201,1.767,33.569,23.583,0.083333,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_020,original,TWAIN_AUTHOR4_WORK1_0100,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,20,20,100,72181,72737,556,28,12,367700,370479,47,84.532,253.597,14.388,16.187,48.561,19.857,0.107143,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_021,original,TWAIN_AUTHOR4_WORK1_0104,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,21,21,104,75061,75614,553,24,13,382238,385189,41,74.141,242.315,10.85,18.083,45.208,23.042,0.083333,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_022,original,TWAIN_AUTHOR4_WORK1_0109,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,22,22,109,78813,79370,557,23,12,401694,404401,21,37.702,192.101,17.953,7.181,23.339,24.217,0.26087,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_023,original,TWAIN_AUTHOR4_WORK1_0113,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,23,23,113,81744,82300,556,22,2,416459,419189,31,55.755,163.669,12.59,1.799,52.158,25.273,0.272727,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_024,original,TWAIN_AUTHOR4_WORK1_0119,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,24,24,119,86270,86842,572,32,13,439310,442139,38,66.434,236.014,15.734,12.238,41.958,17.875,0.09375,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_025,original,TWAIN_AUTHOR4_WORK1_0123,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,25,25,123,89166,89733,567,48,22,454004,456893,65,114.638,292.769,10.582,7.055,54.674,11.812,0.020833,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_026,original,TWAIN_AUTHOR4_WORK1_0128,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,26,26,128,92841,93391,550,34,16,472673,475522,54,98.182,261.818,18.182,1.818,52.727,16.176,0.147059,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_027,original,TWAIN_AUTHOR4_WORK1_0133,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,27,27,133,96577,97128,551,37,19,491734,494600,89,161.525,362.976,18.149,12.704,99.819,14.892,0.054054,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_028,original,TWAIN_AUTHOR4_WORK1_0138,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,28,28,138,100257,100834,577,41,14,510442,513398,109,188.908,393.414,12.132,10.399,140.381,14.073,0.04878,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_029,original,TWAIN_AUTHOR4_WORK1_0145,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,29,29,145,105390,105940,550,30,19,536693,539363,47,85.455,260.0,7.273,9.091,41.818,18.333,0.066667,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_HUCKLEBERRY_FINN_030,original,TWAIN_AUTHOR4_WORK1_0149,pg_twain_76,author4_work1,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,76,30,30,149,108231,108782,551,28,18,550909,553722,38,68.966,241.379,18.149,3.63,36.298,19.679,0.142857,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_001,original,TWAIN_AUTHOR4_WORK2_0007,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,1,31,7,4376,4955,579,64,26,24599,27798,73,126.079,419.689,8.636,37.997,65.63,9.047,0.0,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_002,original,TWAIN_AUTHOR4_WORK2_0012,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,2,32,12,8054,8613,559,22,7,44613,47687,15,26.834,164.58,19.678,8.945,8.945,25.409,0.227273,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_003,original,TWAIN_AUTHOR4_WORK2_0014,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,3,33,14,9541,10105,564,28,6,52836,56010,18,31.915,184.397,5.319,30.142,14.184,20.143,0.107143,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_004,original,TWAIN_AUTHOR4_WORK2_0017,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,4,34,17,11877,12428,551,20,4,65743,68687,8,14.519,121.597,16.334,10.889,7.26,27.55,0.2,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_005,original,TWAIN_AUTHOR4_WORK2_0020,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,5,35,20,14031,14583,552,55,30,77495,80538,68,123.188,324.275,18.116,3.623,28.986,10.036,0.054545,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_006,original,TWAIN_AUTHOR4_WORK2_0023,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,6,36,23,16150,16703,553,51,23,89052,91986,59,106.691,274.864,7.233,3.617,34.358,10.843,0.039216,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_007,original,TWAIN_AUTHOR4_WORK2_0026,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,7,37,26,18328,18890,562,31,6,100469,103515,5,8.897,149.466,14.235,7.117,1.779,18.129,0.096774,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_008,original,TWAIN_AUTHOR4_WORK2_0033,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,8,38,33,23384,23942,558,62,24,128386,131476,78,139.785,392.473,3.584,8.961,68.1,9.0,0.016129,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_009,original,TWAIN_AUTHOR4_WORK2_0035,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,9,39,35,24829,25380,551,29,19,136399,139471,46,83.485,228.675,12.704,9.074,32.668,19.0,0.137931,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_010,original,TWAIN_AUTHOR4_WORK2_0038,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,10,40,38,26975,27547,572,36,11,148325,151375,33,57.692,243.007,13.986,13.986,24.476,15.889,0.055556,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_011,original,TWAIN_AUTHOR4_WORK2_0041,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,11,41,41,29150,29706,556,51,27,160241,163268,103,185.252,401.079,5.396,12.59,73.741,10.902,0.039216,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_012,original,TWAIN_AUTHOR4_WORK2_0043,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,12,42,43,30600,31167,567,24,5,168215,171377,0,0.0,135.802,8.818,3.527,0.0,23.625,0.083333,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_013,original,TWAIN_AUTHOR4_WORK2_0047,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,13,43,47,33575,34168,593,29,12,184645,187944,24,40.472,173.693,1.686,1.686,13.491,20.448,0.172414,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_014,original,TWAIN_AUTHOR4_WORK2_0050,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,14,44,50,35759,36325,566,33,3,196506,199817,4,7.067,139.576,3.534,0.0,3.534,17.152,0.060606,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_015,original,TWAIN_AUTHOR4_WORK2_0052,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,15,45,52,37243,37798,555,17,6,204967,208097,6,10.811,160.36,3.604,12.613,0.0,32.647,0.352941,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_016,original,TWAIN_AUTHOR4_WORK2_0055,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,16,46,55,39371,39924,553,32,7,216420,219424,18,32.55,171.79,10.85,9.042,7.233,17.281,0.0625,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_017,original,TWAIN_AUTHOR4_WORK2_0058,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,17,47,58,41520,42076,556,42,21,227874,230773,56,100.719,282.374,0.0,14.388,41.367,13.238,0.0,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_018,original,TWAIN_AUTHOR4_WORK2_0060,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,18,48,60,42966,43534,568,48,17,235471,238682,26,45.775,213.028,8.803,21.127,7.042,11.833,0.0625,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_019,original,TWAIN_AUTHOR4_WORK2_0063,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,19,49,63,45188,45769,581,23,8,248457,251694,16,27.539,161.79,10.327,12.048,6.885,25.261,0.173913,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_020,original,TWAIN_AUTHOR4_WORK2_0067,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,20,50,67,48106,48670,564,48,31,264642,267850,55,97.518,273.05,5.319,21.277,19.504,11.75,0.041667,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_021,original,TWAIN_AUTHOR4_WORK2_0070,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,21,51,70,50282,50839,557,64,29,276559,279597,97,174.147,382.406,5.386,0.0,80.79,8.703,0.0,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_022,original,TWAIN_AUTHOR4_WORK2_0073,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,22,52,73,52453,53008,555,49,26,288472,291520,61,109.91,309.91,10.811,36.036,52.252,11.327,0.0,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_023,original,TWAIN_AUTHOR4_WORK2_0076,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,23,53,76,54580,55132,552,39,11,300056,303063,42,76.087,226.449,12.681,5.435,48.913,14.154,0.0,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_024,original,TWAIN_AUTHOR4_WORK2_0078,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,24,54,78,56017,56572,555,40,18,307764,310881,50,90.09,239.64,7.207,10.811,54.054,13.875,0.0,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_025,original,TWAIN_AUTHOR4_WORK2_0082,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,25,55,82,58924,59504,580,36,23,323392,326448,58,100.0,275.862,3.448,22.414,46.552,16.111,0.083333,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_026,original,TWAIN_AUTHOR4_WORK2_0085,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,26,56,85,61095,61664,569,36,13,335288,338579,28,49.209,237.258,8.787,17.575,14.06,15.806,0.083333,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_027,original,TWAIN_AUTHOR4_WORK2_0087,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,27,57,87,62583,63136,553,35,10,343578,346519,19,34.358,211.573,12.658,10.85,19.892,15.8,0.114286,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_028,original,TWAIN_AUTHOR4_WORK2_0091,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,28,58,91,65457,66033,576,28,12,359098,362313,19,32.986,190.972,17.361,6.944,12.153,20.571,0.214286,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_029,original,TWAIN_AUTHOR4_WORK2_0096,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,29,59,96,69039,69591,552,38,16,378490,381501,48,86.957,237.319,1.812,19.928,48.913,14.526,0.052632,deterministic_even_spread_30_per_work_after_quality_filters
TWAIN_TOM_SAWYER_030,original,TWAIN_AUTHOR4_WORK2_0098,pg_twain_74,author4_work2,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,74,30,60,98,70462,71015,553,28,5,386323,389069,68,122.966,321.881,28.933,21.7,104.882,19.75,0.107143,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_001,original,WILDE_AUTHOR6_WORK1_0007,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,1,1,7,4366,4921,555,36,5,23720,26638,23,41.441,198.198,1.802,5.405,16.216,15.417,0.027778,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_002,original,WILDE_AUTHOR6_WORK1_0011,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,2,2,11,7211,7764,553,46,10,38945,41946,28,50.633,204.34,0.0,3.617,10.85,12.022,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_003,original,WILDE_AUTHOR6_WORK1_0016,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,3,3,16,10784,11339,555,43,22,58143,61244,45,81.081,266.667,0.0,0.0,9.009,12.907,0.093023,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_004,original,WILDE_AUTHOR6_WORK1_0020,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,4,4,20,13764,14316,552,71,20,74874,78082,59,106.884,315.217,0.0,0.0,5.435,7.775,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_005,original,WILDE_AUTHOR6_WORK1_0023,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,5,5,23,15891,16442,551,64,18,86709,89656,55,99.819,317.604,3.63,7.26,27.223,8.609,0.015625,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_006,original,WILDE_AUTHOR6_WORK1_0026,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,6,6,26,18005,18560,555,49,15,97995,100950,36,64.865,232.432,0.0,9.009,7.207,11.327,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_007,original,WILDE_AUTHOR6_WORK1_0030,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,7,7,30,20913,21465,552,61,14,113716,116744,31,56.159,246.377,0.0,0.0,9.058,9.049,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_008,original,WILDE_AUTHOR6_WORK1_0033,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,8,8,33,23033,23593,560,34,8,125296,128223,13,23.214,183.929,3.571,0.0,5.357,16.471,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_009,original,WILDE_AUTHOR6_WORK1_0036,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,9,9,36,25164,25715,551,54,18,136456,139513,43,78.04,245.009,0.0,1.815,10.889,10.204,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_010,original,WILDE_AUTHOR6_WORK1_0039,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,10,10,39,27294,27846,552,49,18,148095,151169,61,110.507,298.913,0.0,1.812,16.304,11.265,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_011,original,WILDE_AUTHOR6_WORK1_0042,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,11,11,42,29470,30025,555,62,14,159964,163004,41,73.874,263.063,0.0,1.802,10.811,8.952,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_012,original,WILDE_AUTHOR6_WORK1_0046,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,12,12,46,32328,32915,587,46,9,175425,178674,11,18.739,173.765,1.704,1.704,5.111,12.761,0.043478,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_013,original,WILDE_AUTHOR6_WORK1_0049,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,13,13,49,34504,35056,552,54,6,187035,189931,20,36.232,228.261,1.812,5.435,14.493,10.222,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_014,original,WILDE_AUTHOR6_WORK1_0052,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,14,14,52,36649,37217,568,55,12,198606,201618,30,52.817,232.394,1.761,0.0,8.803,10.327,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_015,original,WILDE_AUTHOR6_WORK1_0055,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,15,15,55,38797,39347,550,45,2,210026,212954,4,7.273,185.455,0.0,14.545,5.455,12.222,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_016,original,WILDE_AUTHOR6_WORK1_0060,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,16,16,60,42371,42925,554,46,8,228835,231866,11,19.856,187.726,0.0,7.22,3.61,12.043,0.0,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_017,original,WILDE_AUTHOR6_WORK1_0063,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,17,17,63,44510,45066,556,26,7,240352,243469,8,14.388,142.086,0.0,0.0,3.597,21.385,0.192308,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_018,original,WILDE_AUTHOR6_WORK1_0066,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,18,18,66,46714,47311,597,13,3,252713,256025,2,3.35,115.578,1.675,0.0,0.0,45.923,0.461538,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_019,original,WILDE_AUTHOR6_WORK1_0069,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,19,19,69,49037,49675,638,20,3,265987,269803,15,23.511,170.846,15.674,4.702,4.702,31.9,0.25,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_020,original,WILDE_AUTHOR6_WORK1_0073,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,20,20,73,52099,52659,560,23,7,283495,286525,6,10.714,142.857,8.929,3.571,8.929,24.348,0.086957,deterministic_even_spread_30_per_work_after_quality_filters
WILDE_DORIAN_GRAY_021,original,WILDE_AUTHOR6_WORK1_0077,pg_wilde_174,author6_work1,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,174,21,21,77,55010,55569,559,51,15,298858,301813,34,60.823,243.292,1.789,1.789,7.156,10.961,0.0,deterministic_even_spread_30_per_work_after_quality_filters
