passage_id,condition,original_word_count,rewritten_word_count,length_ratio,rewritten_sentence_count,rewritten_text_sha256,qc_status,qc_flags
AUSTEN_PRIDE_AND_PREJUDICE_026,simplify,551,526,0.954628,52,2604acb57b516e5a44a40f5e228734e34ad6e7c1ba6e1a8d8845a1cf634bfd7b,pass,
AUSTEN_PRIDE_AND_PREJUDICE_027,paraphrase,565,521,0.922124,33,cc99555ed903d733e55c0c314c8222f7da7923591b520144c8d195b438ec424d,pass,
AUSTEN_PRIDE_AND_PREJUDICE_027,modernize,565,501,0.886726,33,95794dfa9e210833860c8d5b8eb9e41b7f74855a7fbbe7a3911f9141295a0ad2,pass,
AUSTEN_PRIDE_AND_PREJUDICE_027,simplify,565,519,0.918584,34,a3710325a2a352fb87fde75215a3c03f2f16f36ccba00c189f6211d63a48bb8d,pass,
AUSTEN_PRIDE_AND_PREJUDICE_028,paraphrase,572,536,0.937063,44,39d6aa5f0746d4d121742315011b558a7f9af1a9a0df2fbe136728e40af29ce6,pass,
AUSTEN_PRIDE_AND_PREJUDICE_028,modernize,572,574,1.003497,45,f87493e95af6e67bb8894a280938898860981b5d6b510ef67bf04247fe99f013,pass,
AUSTEN_PRIDE_AND_PREJUDICE_028,simplify,572,579,1.012238,45,1ebe92425ede798e55791926bcbfd87177f977d2fa7364ff9f984abedebcdd54,pass,
AUSTEN_PRIDE_AND_PREJUDICE_029,paraphrase,577,572,0.991334,34,8491c3a6600779215140225ece94ce345ce76267133f253b274a856183d90a87,pass,
AUSTEN_PRIDE_AND_PREJUDICE_029,modernize,577,587,1.017331,38,b875ed03f95d7641ed07c27ee4ac9b5948d5bee105ace467ba4516261a886663,pass,
AUSTEN_PRIDE_AND_PREJUDICE_029,simplify,577,564,0.97747,37,170bcd15c2536f8ba27252b0a8213bc1c56a0b103968470a71e43f342bf7db25,pass,
AUSTEN_PRIDE_AND_PREJUDICE_030,paraphrase,558,509,0.912186,33,7f0ce18650160a8d46beb1bf4f2ee27745f34679289408c3e52107705a27bec7,pass,
AUSTEN_PRIDE_AND_PREJUDICE_030,modernize,558,541,0.969534,34,98fdfef74386f50fb1b854324efd371e47b71c2f4584e9bb3c75c5b443450414,pass,
AUSTEN_PRIDE_AND_PREJUDICE_030,simplify,558,533,0.955197,35,fd7220034604ae5d5d327188e34fe810b0d170f9a6bb42abd48f96329fa410dd,pass,
DICKENS_GREAT_EXPECTATIONS_001,paraphrase,578,500,0.865052,28,677336cf5612c8a8d53bc90a44ad32b80ecc8800f3cec25bdefddc6629e6375c,pass,
DICKENS_GREAT_EXPECTATIONS_001,modernize,578,537,0.929066,28,1e3f48073d928106d0107c94e9c9e9fa13b700cf0ea8182c36046c13af24dbb4,pass,
DICKENS_GREAT_EXPECTATIONS_001,simplify,578,547,0.946367,28,cdd253c8b7ee9df1f5d609f26a0425c34baa01bf2f23d0136e833a69219392ca,pass,
DICKENS_GREAT_EXPECTATIONS_002,paraphrase,577,542,0.939341,31,37a31fb6712075eec7dff68847d1ff43a310e1a6368ca4198ead8b75eb956e82,pass,
DICKENS_GREAT_EXPECTATIONS_002,modernize,577,556,0.963605,31,a749096cab0cc8ced42ca3b18d15c6821e6a616762f68c6ff33a3d9caf02be96,pass,
DICKENS_GREAT_EXPECTATIONS_002,simplify,577,543,0.941075,32,6c4cca3eb72ec108678b371394754465373b26fd3c84c05ba71dc12e5126c464,pass,
DICKENS_GREAT_EXPECTATIONS_003,paraphrase,575,561,0.975652,39,c616523cfb00f8c9f42383bf8d4cf5c69ff7e5081eeacedbd8695a4f94fb0338,pass,
DICKENS_GREAT_EXPECTATIONS_003,modernize,575,546,0.949565,39,9ffaf3a997bcb5d8345c5526195286d55ae294ca789b7bf710aff5d7a276dfcc,pass,
DICKENS_GREAT_EXPECTATIONS_003,simplify,575,520,0.904348,43,b2f3993a095bcaca069d741cbeaac731a1bafe1d71ece78de619c6c9205af40a,pass,
DICKENS_GREAT_EXPECTATIONS_004,paraphrase,579,507,0.875648,45,8c0cbf74cb2af724aa834d2387388d45e0b0ecf9695507c4ccd549184b647aed,pass,
DICKENS_GREAT_EXPECTATIONS_004,modernize,579,565,0.97582,45,27dc98a32244c06d40765f13c8f3466d3e869d159b6b5ea3181e4ae674453872,pass,
DICKENS_GREAT_EXPECTATIONS_004,simplify,579,544,0.939551,46,b88dd470906a790429706ee310ba22db0721df96362dc342164d169f5c01535e,pass,
DICKENS_GREAT_EXPECTATIONS_005,paraphrase,553,554,1.001808,53,c8743fea47580db53a030aa7d4f82ea7fda48bb05c3fb4ac19d7431a1db659fa,pass,
DICKENS_GREAT_EXPECTATIONS_005,modernize,553,533,0.963834,53,421518f1159bbf895f1adff256fa444410a040d5fdaa059d5dcbd6bb3f665286,pass,
DICKENS_GREAT_EXPECTATIONS_005,simplify,553,516,0.933092,53,8bb14e085309a14d13b04cf973fb4fbfec00574ae57344d58c52003595e03187,pass,
DICKENS_GREAT_EXPECTATIONS_006,paraphrase,561,453,0.807487,25,2858cc097bbd1a7fecaa2041a205bd086b07c97a58f79f4a122fab342d40a530,warning,length_soft_warning
DICKENS_GREAT_EXPECTATIONS_006,modernize,561,562,1.001783,28,fde947efb30a2a88d5686b894b84764c5a983e09cb8a67bdd4b098ff1861d1e2,pass,
DICKENS_GREAT_EXPECTATIONS_006,simplify,561,495,0.882353,31,18b6a86864a924baba6649e8b1aa1eb54c8f1cbfd7137955d242f3c516cb38c8,pass,
DICKENS_GREAT_EXPECTATIONS_007,paraphrase,576,594,1.03125,36,dd7bcc6d13766d0a669687d112bb197a04b2f139ff2d00f195a18b3f6c32383a,pass,
DICKENS_GREAT_EXPECTATIONS_007,modernize,576,575,0.998264,38,c289c88dd075188808ee8cf5aa4c9867c27a27032c4c6bcef3be11745ae00539,pass,
DICKENS_GREAT_EXPECTATIONS_007,simplify,576,557,0.967014,41,5ccfb5e18808ec97d2dc46c29fb9e5cc29fe30088f3340f46449e7554edf8656,pass,
DICKENS_GREAT_EXPECTATIONS_008,paraphrase,553,538,0.972875,30,0fba13ecf9a391a8ca465b0fea5738ea6cd4892a66361787d915b0c00d57fe45,pass,
DICKENS_GREAT_EXPECTATIONS_008,modernize,553,558,1.009042,30,4400cea381b551b748471a2496313498ae31f5f106c3b23c08a8fc60b5cac75f,pass,
DICKENS_GREAT_EXPECTATIONS_008,simplify,553,534,0.965642,33,0dae8ff257c4efcce159f266afc92e17cc2ee53ec3d776254240cb942f9ffe87,pass,
DICKENS_GREAT_EXPECTATIONS_009,paraphrase,556,554,0.996403,42,5de74d80144fcabe7351d971fa5fdb264182998a84c3647d8e3f8a12eab89ce1,pass,
DICKENS_GREAT_EXPECTATIONS_009,modernize,556,540,0.971223,42,145c0d1dcc2199fdabcfb98176753f0a3c3ea58160a61095b63e8114ef8c6375,pass,
DICKENS_GREAT_EXPECTATIONS_009,simplify,556,534,0.960432,42,53f342d4842cb9dfe0a940bff7232c4d51780414df11d866f509ab79a5311927,pass,
DICKENS_GREAT_EXPECTATIONS_010,paraphrase,568,496,0.873239,36,8e52110484409859d47b83a1c79af2d1dd82493a0f70e0a4147e3b31e40b10ec,pass,
DICKENS_GREAT_EXPECTATIONS_010,modernize,568,548,0.964789,36,30be1bbccf28d32dbe3a83448ac0c820ec6c098f3b2b562cbf2407debd59218e,pass,
DICKENS_GREAT_EXPECTATIONS_010,simplify,568,543,0.955986,36,4c4e357f661623c62f884914d3be8cbd0b1b17a2c7e2026b1d6e1eba08db3694,pass,
DICKENS_GREAT_EXPECTATIONS_011,paraphrase,550,479,0.870909,47,1a49f03916913b4e7c5e344ed520d4e3c552a4b17fea2242e7cf83ac91dc029f,pass,
DICKENS_GREAT_EXPECTATIONS_011,modernize,550,509,0.925455,49,50a053b357ad4a477b898ab2797a7792848459f97d6f422b2f335a28b92092f2,pass,
DICKENS_GREAT_EXPECTATIONS_011,simplify,550,515,0.936364,49,0eaa20690258ed1ddef5edffd7c217c4df4549f57d05141efd45c4fbcc276ff7,pass,
DICKENS_GREAT_EXPECTATIONS_012,paraphrase,594,580,0.976431,39,d6ddbe2ef79489c4058eaf649acaba71108c955c37a034a8e4568b05c64d369f,pass,
DICKENS_GREAT_EXPECTATIONS_012,modernize,594,541,0.910774,39,e8b2aeacf2af73df314ae695a2ce72a5547a2f64dcf2a6ad84b9b0f51ce95331,pass,
DICKENS_GREAT_EXPECTATIONS_012,simplify,594,523,0.880471,40,841805cd588645ca6e187c1314b7c618919e6fe02c91572b7b8ef25acbe9f971,pass,
DICKENS_GREAT_EXPECTATIONS_013,paraphrase,554,468,0.844765,36,059eef6d6a44569d3863a71efeb675445369b592c21d3f32ea6936afd0f3df7e,warning,length_soft_warning
DICKENS_GREAT_EXPECTATIONS_013,modernize,554,540,0.974729,39,9b16cfb12ecb6aa01bd414172d3d1f79252cbf4a06ee06a1c33ff916992288e3,pass,
DICKENS_GREAT_EXPECTATIONS_013,simplify,554,521,0.940433,40,0c02656cf8067567650c0825b7f53382bd31fcb11d1e06939f173d42e392d11c,pass,
DICKENS_GREAT_EXPECTATIONS_014,paraphrase,554,508,0.916968,23,b6b7ac8d0f53bf0dccbbdf8ec0f98fe7053010b349e197e22ef5deb4f2985db9,pass,
DICKENS_GREAT_EXPECTATIONS_014,modernize,554,523,0.944043,24,a6d197413ebb14032222623a5ff6b7cc60a30d8cdd11d24e1dd19807c1315c98,pass,
DICKENS_GREAT_EXPECTATIONS_014,simplify,554,498,0.898917,27,88c4d5753e2340bed03bcd1eeb80f126b41ca844cb888a94425055fdf68ed19f,pass,
DICKENS_GREAT_EXPECTATIONS_015,paraphrase,564,476,0.843972,24,2e39f3aa4cccd4f7ca4ce1d8a0ace7dd6741be14acf9f0161676d4fa48af0bdb,warning,length_soft_warning
DICKENS_GREAT_EXPECTATIONS_015,modernize,564,466,0.826241,28,b765b6030d300210b4335f2377865b577c798f7b25c1cc023f18d616ae477c85,warning,length_soft_warning
DICKENS_GREAT_EXPECTATIONS_015,simplify,564,472,0.836879,28,4344abdf216283f064ce6fbf3b0cc07b61e5016eb21280df2dd0894e44ac1d4c,warning,length_soft_warning
DICKENS_GREAT_EXPECTATIONS_016,paraphrase,565,526,0.930973,38,1fa5e3c8ad64eb6a18068f1a3d2695938cbc8f805523696c90a24eea1a90e875,pass,
DICKENS_GREAT_EXPECTATIONS_016,modernize,565,565,1.0,38,71d67178f5c2a0e6e6060d5f275146fe3f701a66c9ad4a60b0bb4b169095229e,pass,
DICKENS_GREAT_EXPECTATIONS_016,simplify,565,558,0.987611,38,d38da34dd9d1d6a73f2213e781c93af6823ff673f6c8abc97139e22c9d9bfde8,pass,
DICKENS_GREAT_EXPECTATIONS_017,paraphrase,553,511,0.924051,44,bc42ecbadfb0188b22eb3bef27862c8e4a37e145344488087fe9023295bf1856,pass,
DICKENS_GREAT_EXPECTATIONS_017,modernize,553,504,0.911392,44,21b13dde0c101cbceee2a372ac1c3157e540c4082460b9b110bfd12f13526b77,pass,
DICKENS_GREAT_EXPECTATIONS_017,simplify,553,518,0.936709,46,0892cef3aebc67d4f898047f1cfb9fe71731a7cd283df8099bd5412257a7f933,pass,
DICKENS_GREAT_EXPECTATIONS_018,paraphrase,554,552,0.99639,20,6ad101a58ec3a86f9fca93e823ebf577693215b149e3f60b8418201106c851a3,pass,
DICKENS_GREAT_EXPECTATIONS_018,modernize,554,534,0.963899,21,5b07ad85afc67aeeb69690ab238a15b8c77f449c0fcf0cbd0d86000eaf2d0b49,pass,
DICKENS_GREAT_EXPECTATIONS_018,simplify,554,539,0.972924,23,77870d30c59716d1294cfd985670a31fffbf9095bf85df7b473a59ecdeb98b0d,pass,
DICKENS_GREAT_EXPECTATIONS_019,paraphrase,564,559,0.991135,26,f35d309af053af50e5810f7ed9030a5e6a803d0ea9fdabcbe5c29364268fe20d,pass,
DICKENS_GREAT_EXPECTATIONS_019,modernize,564,550,0.975177,26,d7ddaa7d180ec9ca002b6119e3df212e0cf9198e7f18daadf5b3aac3a63f914d,pass,
DICKENS_GREAT_EXPECTATIONS_019,simplify,564,553,0.980496,29,33f03ddc5702efe4bd3f304a70a3e61d7041574e9e39833b7400db32f8f0f7a3,pass,
DICKENS_GREAT_EXPECTATIONS_020,paraphrase,553,473,0.855335,29,c0ef876c0d2ac240f0143f7365ccad41014f5e7049bc2767345e627393d11684,pass,
DICKENS_GREAT_EXPECTATIONS_020,modernize,553,493,0.891501,30,89bc68e2907538c3bf1b13fa6b4b2beda96f251fced2455a478dee971db561d6,pass,
DICKENS_GREAT_EXPECTATIONS_020,simplify,553,488,0.882459,29,fbe78d42f4c1d4c5b30aad00dd1f866b1ee43dea1a10f129a7209c98e35a1268,pass,
DICKENS_GREAT_EXPECTATIONS_021,paraphrase,576,527,0.914931,21,101e6f562600d3a4b0d532ca2f12758c5eb4faa329734ac431bf4e8dd4ba3f86,pass,
DICKENS_GREAT_EXPECTATIONS_021,modernize,576,560,0.972222,21,3087b9621cab9b79e997d20ea7af98f15a23d01f7bc1a41fb16e4c6da5fe81e5,pass,
DICKENS_GREAT_EXPECTATIONS_021,simplify,576,550,0.954861,21,0431557fd30b4e46226b483b9b17c4c6eaf238f89d7fe826a0f4249f9d5a9471,pass,
DICKENS_GREAT_EXPECTATIONS_022,paraphrase,564,534,0.946809,39,88e55e604e786c99fbefe1b618bede99406974c408172922e3900a03ef5752d6,pass,
DICKENS_GREAT_EXPECTATIONS_022,modernize,564,537,0.952128,41,e67d9f89f1fee98d195de5b5c25063bbd4d6c58b773e5c6bbbc9faabac3d465e,pass,
DICKENS_GREAT_EXPECTATIONS_022,simplify,564,545,0.966312,43,4277cc233a239021ce268e53869fd7841c790a15a5fe227dd6bf5527b301d55f,pass,
DICKENS_GREAT_EXPECTATIONS_023,paraphrase,550,564,1.025455,38,b51ad1150f73bf41ff64b25eca888fe0aa9ae5350363937ce4f27645cce93f47,pass,
DICKENS_GREAT_EXPECTATIONS_023,modernize,550,552,1.003636,38,d3e629aa7e8b03e6ac66e1c15ca60058866f9afeb5f2c79c04136f94a0e0bca7,pass,
DICKENS_GREAT_EXPECTATIONS_023,simplify,550,537,0.976364,38,7d27a5dc9078eef2e603ed4b6fef1573b9e401e8f16893234d314232c8774079,pass,
DICKENS_GREAT_EXPECTATIONS_024,paraphrase,574,475,0.827526,22,17ac47e0399af754f7e52434fa3bdc4abb38b2950735a1b6785a1424e025f0aa,warning,length_soft_warning
DICKENS_GREAT_EXPECTATIONS_024,modernize,574,495,0.862369,22,0aaafbe392cf3bf362bd87daf8a01c114dda64e81c1d1bd5099ea3f5005a9e73,pass,
DICKENS_GREAT_EXPECTATIONS_024,simplify,574,501,0.872822,22,3f3eb2e905d64b879fa57fceb1a0b6379f5df8069770dc144ebffc94eb5babe4,pass,
DICKENS_GREAT_EXPECTATIONS_025,paraphrase,572,546,0.954545,29,cafe77a7313eecdb66ef0b3e38682d939072ad9e05026b0dac7a05c4ce72c88e,pass,
DICKENS_GREAT_EXPECTATIONS_025,modernize,572,553,0.966783,29,4bc8f96f59bd3e37ff1534b0c30ad54e62308b2db602bbb52e0ec0913730c6f7,pass,
DICKENS_GREAT_EXPECTATIONS_025,simplify,572,508,0.888112,33,d4522af24cf3e49a6374178181b66ca533a1b842da2fd42626e2ade37f5d7750,pass,
DICKENS_GREAT_EXPECTATIONS_026,paraphrase,562,482,0.857651,52,6a52432e9c630b92ae48fdc89afeab64e45130dd8b38439b6b32eb8429d6c2c1,pass,
DICKENS_GREAT_EXPECTATIONS_026,modernize,562,517,0.919929,53,9e3fe2e35568777714650e2bc5d44d9a97052a1d8f05c71ae20465dfdf19a686,pass,
DICKENS_GREAT_EXPECTATIONS_026,simplify,562,519,0.923488,54,ab9303fc59911d53cfbfc98cb2b3acec59519cc01bd2507e55fdbf891fecb882,pass,
DICKENS_GREAT_EXPECTATIONS_027,paraphrase,552,504,0.913043,37,d45dc50d80e7db15b5fb68e9fa84219f94547d96052f3886320f7d69fc7bc3c4,pass,
DICKENS_GREAT_EXPECTATIONS_027,modernize,552,527,0.95471,37,ebc008bc22f73d6797f84b46b555750eefa261d0a913b08d590b1868005ce967,pass,
DICKENS_GREAT_EXPECTATIONS_027,simplify,552,490,0.887681,41,0366af16da65d897933dc6d5054df0aa25d1e8ec205a7f79904d7e2a396d42e5,pass,
DICKENS_GREAT_EXPECTATIONS_028,paraphrase,558,497,0.890681,26,2bb319dfe6bf42376bcc864e82b5396e6ac7098827e9eeccadf0fc4aeb6c0f5b,pass,
DICKENS_GREAT_EXPECTATIONS_028,modernize,558,533,0.955197,28,036580e19af7d3d5c022e9bc34ed529e4bfcc6e4afcca724bc5001e63f64137d,pass,
DICKENS_GREAT_EXPECTATIONS_028,simplify,558,510,0.913978,28,1ab28813d89ef3014ef4e57e9c6f16e1e0205d789a0117aef9cc65fb886289c3,pass,
DICKENS_GREAT_EXPECTATIONS_029,paraphrase,562,487,0.866548,16,33ab77e63f7bb753d43a8eef0ef7227cd336be5441906cc2833061508c047846,pass,
DICKENS_GREAT_EXPECTATIONS_029,modernize,562,499,0.8879,17,10f10580e73890395b539a62accd828c2c3d86cdd0ac4849b5e44a3aa035da0a,pass,
DICKENS_GREAT_EXPECTATIONS_029,simplify,562,485,0.862989,25,c73457277723b1accf8890f98d5061226c85a04dd76b2d4d6dc22bfd2496f861,pass,
DICKENS_GREAT_EXPECTATIONS_030,paraphrase,568,571,1.005282,25,c0f76dd8f488b9841171c200b3439575e9c46a40d52690b620a5d53506c1fb3d,pass,
DICKENS_GREAT_EXPECTATIONS_030,modernize,568,570,1.003521,25,c7d93f934550991b4af853e472300a33fd783fe2ee97d25bb01282e94e2a0303,pass,
DICKENS_GREAT_EXPECTATIONS_030,simplify,568,526,0.926056,26,16ac5111a92cbb74d85c7546e023d92348bf63b3af58673bd9a8213f0760d788,pass,
DICKENS_OLIVER_TWIST_001,paraphrase,562,520,0.925267,47,152072a676de0fccc58b589123462fce2f0eb44560729f014251ff997bb74910,pass,
DICKENS_OLIVER_TWIST_001,modernize,562,516,0.918149,47,9f6dda77cbdf56b6345b29fbc946e849498263e1b2fb47b259cb627a9a939f7c,pass,
DICKENS_OLIVER_TWIST_001,simplify,562,506,0.900356,47,a9e7eca2fcc60f6723324a7a1fdfda6df403641a5d522031818a56561307fbc2,pass,
DICKENS_OLIVER_TWIST_002,paraphrase,550,517,0.94,34,82a5d7a5af1d7803b09e4ccef0b545a431e73edb5e40f66301a7213f557d7b00,pass,
DICKENS_OLIVER_TWIST_002,modernize,550,514,0.934545,37,647c4e15c794a0181d72c0a6c7ee229aa807fef43a48987cdedc4a914ea6ef3e,pass,
DICKENS_OLIVER_TWIST_002,simplify,550,512,0.930909,40,150f2db2818b1ee373ad64c0f7f0389c24d59043f1ca8550239997d81747973f,pass,
DICKENS_OLIVER_TWIST_003,paraphrase,571,427,0.747811,45,7ed74faf47bf2cae597797313f0cbdcf69aa4189e742f00501269b31c6827544,warning,length_hard_warning
DICKENS_OLIVER_TWIST_003,modernize,571,503,0.880911,49,57da815d3703b08430affb924e09095848d1bc33f605432f6b9e3f694727c06e,pass,
DICKENS_OLIVER_TWIST_003,simplify,571,516,0.903678,52,cde1bdacab04dc4fed6a250a0124bc578b7e761692cb48ef130df6b3f6805cfb,pass,
DICKENS_OLIVER_TWIST_004,paraphrase,602,519,0.862126,45,d6cae47de8f75131bb4e31556f341d6012c82509fdd71a9022626aaa78508a40,pass,
DICKENS_OLIVER_TWIST_004,modernize,602,521,0.865449,45,1f2ed0dc5297ea428991980cfa6faf4c48269a9e7773de588e4d9be83a3a7bf9,pass,
DICKENS_OLIVER_TWIST_004,simplify,602,474,0.787375,46,0ea1731f3daefb0b71094b78fddfa77cd1c2e09bb5e31b58d63a40340efd079c,warning,length_hard_warning
DICKENS_OLIVER_TWIST_005,paraphrase,551,471,0.854809,47,2885a406ba10289ef006ce9947e345683c6b8d98708b7d20a1a98597b690e0dd,pass,
DICKENS_OLIVER_TWIST_005,modernize,551,549,0.99637,44,9d5283f30150ed4e09abfb4cd1ba85b4aeb40435d983f35b5f82cebda9043966,pass,
DICKENS_OLIVER_TWIST_005,simplify,551,498,0.903811,51,37933fd7dac2a098f6f5971a283c1d108abb3bcae649e5fdee4b6755976cb23e,pass,
DICKENS_OLIVER_TWIST_006,paraphrase,566,579,1.022968,35,da4cce7a60cece71aabeb4204d1920997dc102edce9228fc4239c562310b6844,pass,
DICKENS_OLIVER_TWIST_006,modernize,566,549,0.969965,44,518e2decb6a66584e342a6b438d30871d79ad88140bada3f0402e5db2e6c4290,pass,
DICKENS_OLIVER_TWIST_006,simplify,566,548,0.968198,44,72d14f81f0ec77c42127fe7f863672fe70815a95017bcb122b4f0c6c20f40db7,pass,
DICKENS_OLIVER_TWIST_007,paraphrase,550,466,0.847273,35,ac32660504173b7712061c4851bce1a657287fcaa375449e06eead13ce5a57eb,warning,length_soft_warning
DICKENS_OLIVER_TWIST_007,modernize,550,505,0.918182,40,1a0f4ba08b6cc5d4e03c897eb9ef8723ed5b7fe3fabe702ed2c83c929d7e0610,pass,
DICKENS_OLIVER_TWIST_007,simplify,550,492,0.894545,41,fbc530f217e0e3db247a8251f2eaa2ef06bb24967f5b8592bd8b850bdeaa1c38,pass,
DICKENS_OLIVER_TWIST_008,paraphrase,550,547,0.994545,48,f6fd9eb8dddb836aee7ff7718a5be143bc40ae26903a837fd48032c950211ef2,pass,
DICKENS_OLIVER_TWIST_008,modernize,550,547,0.994545,50,be1d79c89ea30f92cc80609aec7810d7ef40d2ebf4d39479dae880e6d4d54c5f,pass,
DICKENS_OLIVER_TWIST_008,simplify,550,540,0.981818,52,42580e547c3105b0fb7b9495e4232d1737899e929e0390ff60a310e4e0df89e8,pass,
DICKENS_OLIVER_TWIST_009,paraphrase,581,490,0.843373,45,b69748f034ee16ddf606218f5853abd217d4a1ad7a0c79f2a710dcee392aaac8,warning,length_soft_warning
DICKENS_OLIVER_TWIST_009,modernize,581,543,0.934596,44,fbc8ce8aaa651863062d9fed8cf2dcfe0e0e768237c0f67d057e13245df5930a,pass,
DICKENS_OLIVER_TWIST_009,simplify,581,550,0.946644,50,adb8260c54b94f370e7a4e485a3dbb79a7e7292206f5aa411216887b6963e7bb,pass,
DICKENS_OLIVER_TWIST_010,paraphrase,551,525,0.952813,53,1fe8aef9949cf891762cdd3de0d99c9015deb13f24b5bfb2cc689d930b8a95f4,pass,
DICKENS_OLIVER_TWIST_010,modernize,551,542,0.983666,53,6a61ed082950873bcd7798e09e426da587bef2cc02e25f17f8dd1ae492ecc51b,pass,
DICKENS_OLIVER_TWIST_010,simplify,551,535,0.970962,54,58fca12ebd43a073795db701acdf20b03c942d6c13ad59935ad2d7afd6351377,pass,
DICKENS_OLIVER_TWIST_011,paraphrase,559,562,1.005367,24,50e926d988c0232fce8595252c53871600846f8090faab0f03fd7fa5465110fe,pass,
DICKENS_OLIVER_TWIST_011,modernize,559,550,0.9839,24,99812e099fedf3662496d88cafccd13c6ae8d61d2454013278c96a9d7e62d62f,pass,
DICKENS_OLIVER_TWIST_011,simplify,559,542,0.969589,32,cb2af4e02923aa35a6a6afd79fb07bae0ffdec6dab6f996948d3c2e16f716dc8,pass,
DICKENS_OLIVER_TWIST_012,paraphrase,610,558,0.914754,53,e94648a1646b1796d105243b59d38d323024a4c4ac441cd5631d34d99640c0ef,pass,
DICKENS_OLIVER_TWIST_012,modernize,610,566,0.927869,55,6ce32727b9a4520c6021bff65c7e33d228676ebb54f488590e3ffe2106417fd1,pass,
DICKENS_OLIVER_TWIST_012,simplify,610,576,0.944262,60,64c0046a7858f48e45c1b38e0f63e3dc6ba96268dbde79e1df6d876c134a127c,pass,
DICKENS_OLIVER_TWIST_013,paraphrase,578,544,0.941176,43,bb91a0019ec2cbbca57cc8a4a605b13e599717bd3c04707368c19958e5802b46,pass,
DICKENS_OLIVER_TWIST_013,modernize,578,530,0.916955,50,d79c21210901393d7a80cfba475f26c303c15cd7de00a244c47f1a96c370bcd2,pass,
DICKENS_OLIVER_TWIST_013,simplify,578,529,0.915225,49,bee6d4b009604be67edb320c2da42e6f1f6be75fc8882ea2f3a17918ac5c1774,pass,
DICKENS_OLIVER_TWIST_014,paraphrase,551,478,0.867514,33,686e4119395b3ea7233ed0f8ba3793bfb6bf656fc53b5c3acc9f38d24a885135,pass,
DICKENS_OLIVER_TWIST_014,modernize,551,474,0.860254,35,a71d1f66e27dd3e84867381c5d47a4d9e8c9cb171161dd8dd9d83580c739162e,pass,
DICKENS_OLIVER_TWIST_014,simplify,551,507,0.920145,36,fc198b0fe1c0b21da9b86cb29f419975c12ac0d281fa52ace90db223b66972c7,pass,
DICKENS_OLIVER_TWIST_015,paraphrase,556,495,0.890288,46,1958d729a09f5bf499b612a5e159369df10d0bf803e3f254f30864f2d1852dc7,pass,
DICKENS_OLIVER_TWIST_015,modernize,556,515,0.926259,49,8ae2df5bd93dda3b48c3fa9a0bc7a6e7db1a65d4cf3b535dbe862c8904cc82f3,pass,
DICKENS_OLIVER_TWIST_015,simplify,556,496,0.892086,51,293517c5e3cb3a41526feb0da3ef6039fa7be2339524bea17e6337fa39078eb2,pass,
DICKENS_OLIVER_TWIST_016,paraphrase,556,543,0.976619,55,b166426d3581e803a963fcce15ab62e51593a4c7a03d10d8eab57526ee6b4b92,pass,
DICKENS_OLIVER_TWIST_016,modernize,556,536,0.964029,57,fe831eccf2999bf198b37b7433d6abdebcd230c38599b90f724e6b581ff4da07,pass,
DICKENS_OLIVER_TWIST_016,simplify,556,522,0.938849,58,c2d7acc6a8afc2e7216c4b94db05a0f092fcd5fab0e746a5fd95cfe1b6f98a0c,pass,
DICKENS_OLIVER_TWIST_017,paraphrase,569,450,0.790861,18,24e9b2e2639840bbc5ec7d17e5e16f188700d792425a95b14f5d2da1678c0064,warning,length_hard_warning
DICKENS_OLIVER_TWIST_017,modernize,569,479,0.841828,18,d9da169d4dbccbf47cf12245d6e746092e2beb5ecf15deaa4c5762cae3141f0a,warning,length_soft_warning
DICKENS_OLIVER_TWIST_017,simplify,569,473,0.831283,22,65be21c12e88831147c3fe9c5e9586a1a3b7cf833e551860a1a7ae8942bc152a,warning,length_soft_warning
DICKENS_OLIVER_TWIST_018,paraphrase,560,556,0.992857,36,2df6d6923ed75520c0d3cf09ea8c37c752f6cae4592047226f581c91270ea4bf,pass,
DICKENS_OLIVER_TWIST_018,modernize,560,540,0.964286,38,f24f18e499291e5526b409e4ecbb802716b62e7e59d6ca7875ca4d8e0d101147,pass,
DICKENS_OLIVER_TWIST_018,simplify,560,541,0.966071,43,a735de5008e4cb857759f33735aef910c5de42fb9410e2ba5699e93558a45ffc,pass,
DICKENS_OLIVER_TWIST_019,paraphrase,558,548,0.982079,18,dfe08db7a320d378b24426595f3b425ae4ce9a9575c4f639507866185bd47d19,pass,
DICKENS_OLIVER_TWIST_019,modernize,558,523,0.937276,19,85506f9f79c8abf9bb431cc17024b26af26d6b635df9708388b6111657383a86,pass,
DICKENS_OLIVER_TWIST_019,simplify,558,530,0.949821,24,9b9829f250ac2903482b39d2f7510ea85ebc98b3ebcfa9824f2726e16e2f314e,pass,
DICKENS_OLIVER_TWIST_020,paraphrase,551,519,0.941924,36,db45c47b21ddb75e1a4f960702b9c6aa44e78f5c798e04c8bf8dce4d2d44e962,pass,
DICKENS_OLIVER_TWIST_020,modernize,551,533,0.967332,36,00c8cca30e3b510ef824edaa740dd093c049653248d0e3229f1b0bd22c8795a0,pass,
DICKENS_OLIVER_TWIST_020,simplify,551,524,0.950998,44,54f073829e4661642147e16302d6c61b4d29332eafd1c7d034679dc64100ede4,pass,
DICKENS_OLIVER_TWIST_021,paraphrase,571,537,0.940455,46,6257fc6947197f850d5030be499ba98ae8d01e73b7ed0f06fdf6a3a80ef46a83,pass,
