text_id,passage_id,condition,author_id,author_name,work_id,work_title,qc_status,qc_flags,word_count_feature,sentence_count_feature,paragraph_count_feature,mean_sentence_words,median_sentence_words,std_sentence_words,short_sentence_ratio,long_sentence_ratio,punctuation_per_1000w,comma_per_1000w,semicolon_per_1000w,colon_per_1000w,dash_per_1000w,question_per_1000w,exclamation_per_1000w,quote_mark_per_1000w,apostrophe_per_1000w,ellipsis_per_1000w,type_token_ratio,root_type_token_ratio,hapax_ratio,avg_word_length,long_word_ratio,short_word_ratio,contraction_per_1000w,archaic_marker_per_1000w,abstract_suffix_per_1000w,dialogue_marker_per_1000w,fw_the_per_1000w,fw_and_per_1000w,fw_of_per_1000w,fw_to_per_1000w,fw_a_per_1000w,fw_in_per_1000w,fw_that_per_1000w,fw_it_per_1000w,fw_is_per_1000w,fw_was_per_1000w,fw_i_per_1000w,fw_for_per_1000w,fw_with_per_1000w,fw_as_per_1000w,fw_his_per_1000w,fw_he_per_1000w,fw_be_per_1000w,fw_not_per_1000w,fw_by_per_1000w,fw_but_per_1000w,fw_had_per_1000w,fw_you_per_1000w,fw_at_per_1000w,fw_on_per_1000w,fw_her_per_1000w,fw_which_per_1000w,fw_have_per_1000w,fw_or_per_1000w,fw_from_per_1000w,fw_this_per_1000w,fw_my_per_1000w,fw_me_per_1000w,fw_all_per_1000w,fw_so_per_1000w,fw_were_per_1000w,fw_they_per_1000w,fw_him_per_1000w,fw_she_per_1000w,fw_there_per_1000w,fw_no_per_1000w,fw_one_per_1000w,fw_their_per_1000w,fw_we_per_1000w,fw_what_per_1000w,fw_if_per_1000w,fw_would_per_1000w,fw_when_per_1000w,fw_who_per_1000w,fw_will_per_1000w,fw_more_per_1000w,fw_an_per_1000w,fw_do_per_1000w,fw_are_per_1000w,fw_than_per_1000w,fw_could_per_1000w,fw_them_per_1000w,fw_been_per_1000w,char3__space_th,char3_the,char3_he_space_,char3__space_an,char3_nd_space_,char3_and,char3_ed_space_,char3__space_to,char3__space_of,char3_ing,char3_of_space_,char3_to_space_,char3__space_he,char3_ng_space_,char3__space_in,char3_er_space_,char3_at_space_,char3_as_space_,char3__space_ha,char3_comma_space_a,char3_her,char3__space_a_space_,char3_d_space_t,char3__space_be,char3__space_wa,char3_is_space_,char3__space_i_space_,char3_in_space_,char3__space_hi,char3_re_space_,char3_hat,char3_e_space_t,char3__space_wh,char3__space_co,char3_tha,char3_on_space_,char3_n_space_t,char3_was,char3__space_it,char3__space_no,char3_his,char3__space_wi,char3_e_space_w,char3_ere,char3_e_space_s,char3_en_space_,char3_e_space_a,char3_t_space_t,char3_ecomma_space_,char3_you,char3_ver,char3_for,char3__space_yo,char3_ent,char3__space_sh,char3__space_fo,char3_ut_space_,char3_or_space_,char3_ly_space_,char3__space_re,char3_e_space_o,char3_it_space_,char3_ll_space_,char3__space_so,char3_ter,char3_ion,char3_th_space_,char3__space_on,char3__space_we,char3_d_space_a,char3_scomma_space_,char3_e_space_h,char3_me_space_,char3_ad_space_,char3__space_ma,char3_f_space_t,char3_ith,char3_thi,char3_s_space_a,char3_ld_space_,char3_s_space_t,char3_ve_space_,char3_st_space_,char3__space_me,char3_t_space_i,char3_wit,char3__space_as,char3_an_space_,char3_all,char3_not,char3_had,char3_d_space_h,char3__space_sa,char3_e_space_i,char3_e_space_m,char3_dcomma_space_,char3_t_space_a,char3_le_space_,char3__space_do,char3_ght,char3_comma_space_t,char3_eve,char3_e_space_c,char3__space_mo,char3_s_space_o,char3_es_space_,char3_ot_space_,char3_oul,char3_ou_space_,char3_tio,char3__space_de,char3__space_al,char3_d_space_i,char3_she,char3_ch_space_,char3__space_my,char3__space_se,char3_uld,char3_t_space_w,char3__space_bu
POE_WORKS_VOLUME_2_006__simplify,POE_WORKS_VOLUME_2_006,simplify,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,507,20,3,25.35,25.0,8.984848,0.05,0.0,124.260355,55.226824,0.0,1.972387,11.83432,0.0,0.0,11.83432,1.972387,0.0,0.506903,11.413771,0.358974,4.516765,0.12426,0.386588,1.972387,0.0,9.861933,11.83432,67.061144,27.613412,37.475345,17.751479,17.751479,17.751479,27.613412,9.861933,1.972387,13.806706,29.585799,1.972387,3.944773,3.944773,0.0,3.944773,3.944773,7.889546,5.91716,3.944773,5.91716,0.0,9.861933,0.0,0.0,3.944773,9.861933,7.889546,9.861933,13.806706,11.83432,7.889546,1.972387,5.91716,11.83432,7.889546,1.972387,0.0,1.972387,0.0,11.83432,1.972387,1.972387,0.0,1.972387,0.0,1.972387,0.0,1.972387,9.861933,5.91716,0.0,0.0,1.972387,1.972387,3.944773,9.861933,25.974026,18.252018,12.636013,7.020007,5.616006,4.914005,10.881011,3.510004,7.020007,5.616006,6.669007,3.159003,1.404001,4.914005,3.159003,4.563005,7.371007,3.159003,3.159003,1.053001,3.159003,3.159003,4.914005,4.914005,3.159003,3.159003,4.914005,3.861004,0.702001,4.563005,5.265005,5.967006,2.106002,1.404001,5.265005,0.351,2.457002,2.457002,2.457002,1.755002,2.457002,1.404001,2.808003,5.616006,3.159003,4.212004,1.404001,3.510004,3.510004,0.0,2.106002,1.053001,0.0,2.106002,2.808003,1.404001,1.404001,2.106002,3.159003,2.106002,3.510004,1.755002,0.702001,1.404001,4.914005,2.106002,0.702001,3.159003,2.457002,1.404001,0.702001,0.351,1.755002,1.053001,2.106002,3.510004,1.404001,3.510004,1.755002,0.702001,1.755002,2.457002,2.106002,2.106002,1.053001,1.053001,1.053001,1.404001,0.702001,1.404001,1.053001,0.0,0.702001,1.755002,2.457002,0.702001,1.404001,1.053001,0.702001,1.053001,2.457002,2.457002,1.755002,2.808003,2.457002,1.404001,1.404001,0.351,0.0,2.106002,2.106002,1.053001,2.106002,0.0,1.404001,2.808003,1.404001,0.351,1.404001,0.351
POE_WORKS_VOLUME_2_007__original,POE_WORKS_VOLUME_2_007,original,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,562,16,7,35.125,22.0,36.619454,0.1875,0.25,147.686833,92.52669,12.455516,0.0,8.896797,1.779359,0.0,0.0,0.0,0.0,0.510676,12.106364,0.359431,4.953737,0.220641,0.425267,0.0,0.0,44.483986,0.0,72.953737,24.911032,60.498221,21.352313,14.234875,26.690391,21.352313,7.117438,5.338078,3.558719,8.896797,5.338078,10.676157,5.338078,10.676157,1.779359,12.455516,0.0,8.896797,1.779359,8.896797,0.0,7.117438,3.558719,0.0,7.117438,3.558719,3.558719,1.779359,3.558719,5.338078,0.0,1.779359,12.455516,1.779359,1.779359,3.558719,0.0,3.558719,3.558719,5.338078,0.0,0.0,1.779359,1.779359,5.338078,0.0,1.779359,5.338078,8.896797,3.558719,1.779359,10.676157,5.338078,0.0,1.779359,7.117438,20.443925,14.602804,12.266355,5.257009,4.380841,4.088785,3.796729,3.796729,9.929907,4.088785,9.929907,3.796729,0.584112,4.380841,7.885514,2.628505,4.672897,1.46028,2.628505,3.504673,0.876168,2.336449,2.044393,4.380841,0.876168,2.628505,1.46028,5.257009,2.336449,4.672897,4.380841,2.336449,2.044393,2.044393,4.380841,6.71729,4.672897,0.876168,2.336449,2.336449,2.628505,3.212617,1.168224,2.336449,2.336449,2.336449,2.628505,2.044393,2.336449,0.292056,3.796729,1.752336,0.292056,4.088785,0.292056,0.584112,0.876168,2.044393,3.796729,3.796729,2.336449,1.46028,1.46028,2.336449,2.044393,5.549065,2.920561,1.752336,0.584112,0.876168,1.752336,1.168224,0.584112,1.46028,3.796729,3.212617,2.336449,1.752336,1.46028,1.752336,0.876168,0.876168,1.46028,2.336449,0.876168,2.336449,1.46028,2.336449,2.044393,0.584112,1.46028,0.292056,0.584112,1.46028,2.628505,1.46028,0.292056,2.044393,1.46028,0.584112,3.212617,1.752336,0.584112,2.628505,2.336449,1.752336,0.292056,0.876168,0.0,3.796729,1.168224,0.584112,0.584112,0.0,1.46028,1.168224,1.168224,0.876168,0.584112,0.292056
POE_WORKS_VOLUME_2_007__paraphrase,POE_WORKS_VOLUME_2_007,paraphrase,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,warning,length_hard_warning,414,17,4,24.352941,21,12.88383,0.117647,0.117647,120.772947,62.801932,0.0,2.415459,7.246377,2.415459,0.0,0.0,0.0,0.0,0.630435,12.82745,0.497585,5.374396,0.258454,0.342995,0.0,0.0,38.647343,0.0,48.309179,26.570048,36.231884,28.985507,19.323671,14.492754,14.492754,9.661836,14.492754,4.830918,12.077295,4.830918,9.661836,0.0,4.830918,4.830918,2.415459,2.415459,2.415459,0.0,12.077295,0.0,2.415459,4.830918,0.0,0.0,7.246377,7.246377,4.830918,14.492754,7.246377,0.0,2.415459,2.415459,2.415459,0.0,0.0,0.0,0.0,4.830918,2.415459,9.661836,0.0,2.415459,2.415459,7.246377,0.0,2.415459,9.661836,7.246377,2.415459,0.0,7.246377,7.246377,0.0,0.0,7.246377,17.910448,11.19403,8.208955,5.223881,5.223881,4.477612,5.223881,5.223881,5.597015,5.597015,5.597015,4.477612,1.492537,4.850746,4.477612,2.985075,3.358209,0.746269,2.985075,1.119403,1.865672,2.61194,3.731343,3.358209,1.119403,5.597015,1.865672,2.985075,0.746269,4.104478,2.985075,3.358209,1.119403,3.731343,3.358209,4.477612,3.731343,1.119403,2.985075,1.492537,2.985075,3.731343,1.492537,1.865672,1.865672,2.61194,1.119403,1.119403,2.61194,0.0,2.238806,2.238806,0.0,5.597015,1.119403,1.119403,0.373134,1.865672,4.104478,5.223881,2.238806,1.492537,1.865672,0.746269,1.865672,4.104478,1.865672,1.492537,1.119403,1.492537,1.119403,0.746269,1.119403,2.985075,2.61194,0.746269,1.865672,2.238806,1.119403,1.865672,1.865672,1.865672,1.492537,2.985075,2.238806,1.865672,0.746269,1.492537,1.865672,1.119403,1.865672,0.746269,0.0,1.119403,1.865672,0.746269,1.492537,1.119403,0.373134,1.119403,2.985075,2.238806,1.119403,2.238806,1.865672,3.358209,0.746269,1.119403,0.0,3.358209,2.61194,1.492537,1.119403,0.373134,1.119403,1.492537,1.865672,1.119403,1.492537,0.373134
POE_WORKS_VOLUME_2_007__modernize,POE_WORKS_VOLUME_2_007,modernize,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,warning,length_hard_warning,425,17,4,25.0,23,12.69553,0.058824,0.117647,134.117647,68.235294,0.0,2.352941,7.058824,2.352941,0.0,4.705882,4.705882,0.0,0.614118,12.66036,0.487059,5.169412,0.223529,0.367059,4.705882,0.0,35.294118,4.705882,54.117647,25.882353,32.941176,32.941176,18.823529,21.176471,11.764706,14.117647,11.764706,4.705882,14.117647,2.352941,7.058824,2.352941,7.058824,4.705882,9.411765,2.352941,0.0,2.352941,11.764706,0.0,2.352941,4.705882,0.0,2.352941,7.058824,7.058824,7.058824,11.764706,7.058824,0.0,2.352941,2.352941,2.352941,2.352941,0.0,0.0,0.0,2.352941,4.705882,9.411765,2.352941,2.352941,4.705882,11.764706,0.0,2.352941,9.411765,7.058824,2.352941,0.0,7.058824,7.058824,0.0,0.0,7.058824,18.754689,12.378095,9.377344,5.626407,5.251313,4.126032,4.126032,6.0015,5.251313,4.876219,5.251313,5.251313,1.500375,4.876219,6.376594,2.250563,3.00075,1.125281,3.375844,1.500375,1.125281,2.625656,3.750938,5.251313,1.125281,4.501125,2.250563,3.750938,1.125281,3.00075,2.625656,6.0015,1.875469,3.00075,3.00075,4.126032,3.375844,1.125281,3.375844,1.875469,3.00075,3.00075,1.500375,1.500375,2.625656,1.875469,1.875469,1.125281,1.875469,0.0,3.375844,1.875469,0.0,3.750938,1.125281,0.750188,0.750188,1.875469,3.375844,4.501125,2.250563,2.625656,1.875469,0.750188,1.125281,3.375844,1.500375,1.875469,1.500375,1.125281,1.500375,1.125281,0.750188,2.625656,2.625656,0.750188,1.500375,2.625656,1.875469,2.625656,2.250563,2.625656,2.250563,2.250563,2.250563,1.500375,0.750188,1.500375,1.125281,1.125281,1.875469,1.125281,0.0,2.625656,2.625656,0.750188,1.125281,1.500375,0.750188,1.125281,3.00075,2.250563,0.375094,2.625656,1.875469,3.750938,0.750188,1.875469,0.0,2.250563,1.500375,1.125281,1.125281,0.375094,1.875469,1.500375,1.875469,1.875469,1.875469,0.375094
POE_WORKS_VOLUME_2_007__simplify,POE_WORKS_VOLUME_2_007,simplify,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,warning,length_hard_warning,435,19,4,22.894737,22,9.089582,0.052632,0.0,137.931034,66.666667,0.0,2.298851,9.195402,4.597701,0.0,2.298851,4.597701,0.0,0.606897,12.657831,0.471264,5.232184,0.22069,0.344828,4.597701,0.0,29.885057,2.298851,57.471264,29.885057,32.183908,20.689655,18.390805,18.390805,16.091954,9.195402,11.494253,6.896552,11.494253,2.298851,6.896552,0.0,6.896552,4.597701,6.896552,2.298851,0.0,2.298851,11.494253,0.0,2.298851,2.298851,0.0,0.0,4.597701,6.896552,6.896552,13.793103,6.896552,0.0,2.298851,0.0,2.298851,6.896552,0.0,0.0,0.0,2.298851,2.298851,9.195402,2.298851,2.298851,4.597701,9.195402,0.0,4.597701,11.494253,6.896552,2.298851,0.0,9.195402,6.896552,0.0,2.298851,9.195402,21.400073,14.145811,9.793254,6.166123,5.80341,4.71527,4.352557,4.352557,5.077983,5.440696,5.077983,3.627131,1.813565,5.440696,5.440696,2.176279,3.627131,1.088139,2.901705,1.088139,1.088139,2.538992,3.989844,5.440696,1.450852,4.71527,1.813565,3.264418,1.450852,3.264418,3.264418,4.352557,2.176279,2.538992,3.627131,4.71527,3.264418,1.450852,2.538992,2.176279,3.264418,3.264418,1.450852,1.088139,1.813565,2.176279,2.538992,1.813565,1.813565,0.0,3.627131,2.176279,0.0,3.989844,1.088139,1.088139,0.725426,1.813565,3.627131,4.71527,1.813565,1.813565,2.538992,0.362713,0.725426,3.264418,1.813565,1.088139,1.450852,1.450852,1.813565,1.088139,0.725426,2.538992,2.176279,1.088139,1.450852,3.264418,1.450852,2.176279,2.176279,2.538992,1.450852,2.176279,1.813565,1.450852,0.725426,1.450852,1.450852,1.088139,1.813565,1.088139,0.0,1.450852,2.538992,0.725426,1.813565,1.450852,0.725426,1.088139,3.264418,2.176279,1.088139,2.901705,1.450852,3.264418,0.725426,1.450852,0.0,2.176279,1.450852,1.088139,1.450852,0.362713,1.088139,1.450852,1.813565,1.450852,1.450852,0.362713
POE_WORKS_VOLUME_2_008__original,POE_WORKS_VOLUME_2_008,original,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,600,30,7,20.0,14.0,19.537997,0.366667,0.2,171.666667,80.0,16.666667,1.666667,16.666667,5.0,0.0,3.333333,0.0,0.0,0.393333,9.63466,0.238333,4.816667,0.191667,0.411667,0.0,0.0,48.333333,3.333333,101.666667,18.333333,55.0,28.333333,11.666667,13.333333,16.666667,15.0,23.333333,0.0,10.0,8.333333,8.333333,8.333333,3.333333,0.0,1.666667,3.333333,10.0,11.666667,0.0,6.666667,1.666667,0.0,0.0,20.0,8.333333,1.666667,3.333333,13.333333,1.666667,0.0,6.666667,0.0,0.0,0.0,0.0,0.0,3.333333,3.333333,1.666667,0.0,5.0,1.666667,0.0,1.666667,3.333333,1.666667,3.333333,0.0,3.333333,0.0,10.0,5.0,0.0,3.333333,1.666667,26.580862,22.104085,17.34751,3.637381,3.357583,3.077784,3.077784,4.756575,9.513151,5.036374,9.233352,5.316172,0.0,2.797985,4.756575,3.91718,3.357583,1.398993,1.678791,2.518187,3.357583,1.95859,1.95859,1.678791,0.0,6.155568,1.678791,2.797985,0.559597,3.91718,3.077784,1.678791,4.756575,3.637381,3.637381,4.756575,2.518187,0.0,3.357583,1.678791,2.797985,2.518187,1.398993,1.398993,2.797985,1.398993,2.238388,1.678791,1.95859,1.119194,0.559597,3.077784,1.119194,4.196978,0.839396,2.797985,2.518187,2.238388,1.678791,1.678791,3.077784,1.678791,2.238388,0.559597,3.077784,5.875769,1.398993,2.238388,1.119194,0.0,4.196978,0.279799,0.0,0.0,1.95859,3.357583,2.238388,3.637381,1.678791,0.839396,4.196978,2.518187,0.559597,1.398993,3.077784,1.95859,1.398993,1.95859,1.95859,0.839396,0.279799,0.279799,1.119194,1.95859,2.238388,0.559597,1.119194,1.678791,0.0,0.559597,3.357583,0.559597,1.95859,1.119194,2.518187,5.875769,0.559597,0.279799,1.119194,5.036374,1.398993,1.678791,0.559597,0.559597,3.91718,0.279799,1.678791,0.279799,0.279799,1.678791
POE_WORKS_VOLUME_2_008__paraphrase,POE_WORKS_VOLUME_2_008,paraphrase,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,559,30,7,18.633333,15.0,18.614481,0.366667,0.133333,161.001789,76.923077,8.944544,1.788909,12.522361,5.366726,0.0,5.366726,1.788909,0.0,0.468694,11.081419,0.31127,4.826476,0.153846,0.37746,1.788909,0.0,37.567084,5.366726,89.445438,14.31127,32.200358,28.62254,14.31127,14.31127,17.889088,10.733453,14.31127,1.788909,8.944544,16.100179,7.155635,8.944544,0.0,0.0,0.0,7.155635,7.155635,3.577818,0.0,7.155635,0.0,0.0,0.0,8.944544,3.577818,1.788909,3.577818,7.155635,3.577818,0.0,1.788909,0.0,0.0,3.577818,0.0,0.0,1.788909,1.788909,7.155635,0.0,5.366726,0.0,0.0,1.788909,1.788909,1.788909,7.155635,1.788909,5.366726,1.788909,10.733453,3.577818,0.0,8.944544,0.0,25.232803,21.327726,15.019525,3.304296,2.403124,2.703515,4.205467,4.806248,5.407029,7.509763,5.407029,5.106639,0.300391,6.308201,5.407029,3.905077,2.403124,1.802343,0.901172,1.802343,3.604686,2.403124,2.102734,2.102734,0.300391,3.604686,1.501953,3.905077,0.300391,4.806248,3.003905,3.304296,2.403124,2.403124,3.604686,1.802343,1.501953,0.300391,3.304296,2.703515,1.201562,3.905077,1.201562,1.201562,3.604686,0.901172,1.501953,1.201562,3.003905,1.201562,1.201562,3.905077,1.201562,3.304296,1.201562,3.604686,1.201562,3.304296,3.003905,3.604686,3.905077,1.501953,0.901172,0.600781,4.205467,3.003905,1.201562,2.102734,0.901172,0.300391,2.703515,0.0,0.0,0.0,1.802343,1.802343,3.304296,3.304296,1.802343,1.501953,4.806248,2.102734,0.600781,1.501953,0.901172,3.003905,1.501953,2.403124,0.901172,1.802343,0.300391,0.0,0.600781,1.501953,2.102734,1.501953,1.201562,1.201562,0.300391,0.600781,2.703515,1.802343,1.501953,1.201562,2.403124,6.00781,1.201562,0.300391,1.201562,3.003905,1.201562,0.300391,0.901172,0.600781,2.403124,0.901172,1.201562,0.300391,0.901172,0.600781
POE_WORKS_VOLUME_2_008__modernize,POE_WORKS_VOLUME_2_008,modernize,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,603,31,7,19.451613,17,18.891607,0.354839,0.16129,174.129353,82.91874,14.925373,1.658375,16.583748,4.975124,0.0,3.31675,0.0,0.0,0.391376,9.610663,0.243781,4.636816,0.154229,0.412935,0.0,0.0,41.45937,3.31675,102.819237,18.242123,54.726368,31.509121,11.608624,14.925373,24.875622,14.925373,24.875622,0.0,9.950249,8.291874,8.291874,8.291874,3.31675,0.0,1.658375,4.975124,8.291874,9.950249,0.0,6.633499,1.658375,0.0,0.0,11.608624,8.291874,1.658375,3.31675,13.266998,1.658375,0.0,6.633499,0.0,0.0,1.658375,0.0,0.0,3.31675,3.31675,3.31675,0.0,4.975124,1.658375,0.0,1.658375,3.31675,1.658375,6.633499,0.0,3.31675,0.0,11.608624,4.975124,0.0,3.31675,1.658375,29.50444,23.202521,17.759954,3.723861,3.43741,3.15096,2.864509,5.442567,9.73933,5.442567,9.452879,6.015468,0.0,2.864509,5.729017,4.010312,4.869665,1.432254,1.718705,2.578058,3.723861,2.005156,1.718705,1.718705,0.0,6.301919,1.718705,3.15096,0.572902,5.156116,4.583214,2.005156,3.43741,3.15096,5.156116,4.296763,3.15096,0.0,3.43741,2.291607,2.864509,3.15096,2.005156,1.718705,2.864509,1.432254,2.291607,1.145803,2.578058,1.145803,0.859353,3.43741,1.145803,1.432254,0.859353,2.864509,2.291607,2.291607,2.291607,1.718705,4.869665,1.718705,2.578058,0.286451,3.15096,4.869665,1.432254,2.578058,1.145803,0.286451,4.010312,0.286451,0.0,0.0,2.005156,3.43741,2.291607,4.010312,1.718705,0.859353,4.296763,2.578058,0.859353,1.718705,4.010312,2.005156,1.432254,2.005156,1.718705,0.859353,0.286451,0.286451,1.145803,1.718705,2.291607,1.145803,1.432254,1.432254,0.0,0.572902,4.010312,0.859353,1.718705,1.145803,2.578058,5.729017,0.572902,0.286451,1.145803,4.010312,1.432254,1.718705,0.572902,0.572902,2.578058,0.286451,1.718705,0.286451,0.572902,1.432254
POE_WORKS_VOLUME_2_008__simplify,POE_WORKS_VOLUME_2_008,simplify,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,532,39,7,13.641026,14,9.186074,0.358974,0.0,157.894737,65.789474,0.0,1.879699,9.398496,5.639098,0.0,5.639098,1.879699,0.0,0.469925,10.838875,0.321429,4.669173,0.140977,0.383459,1.879699,0.0,35.714286,5.639098,82.706767,13.157895,35.714286,20.676692,13.157895,24.43609,18.796992,16.917293,22.556391,1.879699,9.398496,7.518797,3.759398,5.639098,0.0,0.0,0.0,9.398496,5.639098,1.879699,0.0,7.518797,1.879699,1.879699,0.0,9.398496,3.759398,1.879699,1.879699,7.518797,3.759398,0.0,1.879699,0.0,1.879699,11.278195,0.0,0.0,1.879699,0.0,5.639098,1.879699,7.518797,1.879699,3.759398,1.879699,3.759398,1.879699,5.639098,0.0,5.639098,3.759398,13.157895,3.759398,0.0,9.398496,0.0,28.15534,22.330097,14.239482,3.559871,2.912621,2.912621,3.883495,3.883495,6.472492,6.472492,6.148867,3.883495,0.323625,4.530744,7.119741,4.854369,3.559871,1.618123,1.294498,1.294498,3.236246,2.265372,2.265372,2.265372,0.647249,4.854369,1.618123,4.530744,0.323625,5.177994,3.559871,3.883495,3.883495,1.618123,3.883495,2.265372,1.941748,0.323625,3.883495,2.265372,1.294498,2.265372,0.970874,1.294498,3.559871,1.618123,1.618123,1.618123,2.912621,1.294498,1.618123,2.588997,1.294498,2.912621,0.970874,1.941748,0.970874,1.618123,2.912621,2.265372,4.20712,2.265372,1.941748,0.647249,3.883495,3.236246,0.647249,2.588997,1.618123,0.0,2.588997,0.0,0.647249,0.0,2.265372,2.265372,1.294498,3.559871,1.618123,0.970874,3.559871,1.618123,0.647249,1.618123,1.941748,1.294498,0.970874,2.588997,1.294498,1.941748,0.323625,0.0,0.647249,1.618123,1.941748,0.970874,1.941748,0.970874,0.647249,0.970874,2.912621,1.294498,1.618123,0.970874,1.618123,5.177994,1.618123,0.323625,1.294498,3.236246,1.618123,0.647249,0.323625,0.647249,2.265372,0.647249,1.618123,0.323625,0.323625,0.323625
POE_WORKS_VOLUME_2_009__original,POE_WORKS_VOLUME_2_009,original,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,552,24,8,23.0,20.5,13.372858,0.166667,0.208333,175.724638,90.57971,7.246377,1.811594,18.115942,0.0,0.0,12.681159,5.434783,0.0,0.519928,12.215531,0.391304,4.581522,0.17029,0.443841,5.434783,0.0,36.231884,12.681159,52.536232,25.362319,36.231884,28.985507,23.550725,18.115942,14.492754,12.681159,9.057971,23.550725,39.855072,9.057971,12.681159,10.869565,9.057971,14.492754,1.811594,5.434783,5.434783,7.246377,9.057971,3.623188,9.057971,0.0,0.0,5.434783,7.246377,1.811594,3.623188,9.057971,10.869565,3.623188,3.623188,1.811594,5.434783,1.811594,5.434783,0.0,0.0,7.246377,0.0,0.0,0.0,3.623188,0.0,1.811594,5.434783,0.0,1.811594,3.623188,3.623188,0.0,0.0,1.811594,1.811594,5.434783,1.811594,16.093405,13.568949,11.675607,5.364468,5.364468,5.364468,7.888924,5.364468,6.311139,5.364468,6.311139,5.364468,2.524456,4.417797,5.995582,3.471127,4.733354,5.995582,3.786683,5.048911,2.208899,4.10224,2.840013,1.262228,4.733354,4.10224,6.626696,3.15557,2.840013,2.840013,3.15557,2.524456,3.471127,3.471127,2.840013,1.893342,1.262228,4.10224,2.524456,2.840013,3.15557,4.10224,2.840013,2.208899,1.577785,2.840013,1.577785,1.577785,1.577785,0.631114,2.208899,2.524456,0.631114,5.364468,0.315557,2.208899,2.208899,1.893342,2.840013,1.262228,1.262228,2.524456,1.262228,0.946671,4.417797,3.786683,2.524456,0.631114,0.946671,2.524456,2.524456,0.631114,1.577785,1.577785,1.893342,2.524456,2.840013,2.208899,0.631114,0.631114,2.208899,1.893342,1.262228,2.208899,3.471127,2.840013,1.893342,0.946671,1.262228,1.262228,1.577785,0.946671,0.946671,2.524456,2.208899,2.524456,0.946671,2.208899,0.631114,1.577785,1.262228,2.208899,0.315557,1.577785,2.208899,3.471127,0.946671,0.946671,0.631114,3.471127,1.893342,2.524456,0.631114,0.315557,0.946671,2.208899,0.946671,0.946671,1.893342,1.262228
POE_WORKS_VOLUME_2_009__paraphrase,POE_WORKS_VOLUME_2_009,paraphrase,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,509,24,8,21.208333,19.5,11.550538,0.208333,0.041667,178.781925,86.444008,1.964637,1.964637,17.681729,0.0,0.0,17.681729,13.752456,0.0,0.557957,12.588079,0.424361,4.762279,0.172888,0.40668,13.752456,0.0,9.823183,17.681729,49.115914,23.575639,23.575639,33.398821,15.717092,11.787819,17.681729,3.929273,5.89391,19.646365,37.328094,9.823183,9.823183,15.717092,15.717092,15.717092,7.858546,5.89391,7.858546,1.964637,5.89391,3.929273,7.858546,1.964637,0.0,3.929273,3.929273,1.964637,7.858546,3.929273,15.717092,5.89391,0.0,0.0,5.89391,3.929273,5.89391,0.0,0.0,3.929273,0.0,0.0,0.0,0.0,1.964637,0.0,3.929273,0.0,1.964637,1.964637,0.0,0.0,0.0,0.0,1.964637,5.89391,1.964637,15.625,11.968085,10.638298,4.321809,5.984043,4.654255,9.973404,6.316489,4.321809,6.648936,3.989362,5.651596,2.992021,5.651596,4.321809,2.327128,4.321809,5.984043,2.327128,3.989362,0.99734,2.659574,2.992021,2.992021,3.989362,3.989362,5.984043,2.327128,3.656915,1.994681,2.992021,1.994681,1.662234,2.659574,2.992021,0.664894,1.662234,3.324468,0.664894,2.659574,3.324468,2.992021,2.327128,2.327128,1.662234,2.992021,1.662234,3.656915,1.994681,0.664894,2.327128,3.989362,0.664894,4.986702,1.329787,3.324468,0.99734,1.994681,6.648936,2.659574,1.329787,0.99734,0.664894,0.332447,2.327128,1.329787,1.662234,1.329787,1.329787,2.992021,2.659574,0.664894,1.329787,0.99734,0.99734,0.99734,1.994681,1.662234,0.664894,0.99734,1.994681,1.994681,1.329787,2.327128,1.662234,2.659574,2.992021,0.664894,0.332447,1.662234,0.99734,0.99734,0.332447,0.99734,2.992021,1.994681,0.0,2.659574,0.99734,1.329787,0.664894,2.659574,0.99734,1.994681,1.329787,2.659574,0.99734,0.664894,0.664894,1.329787,1.662234,0.664894,0.664894,0.332447,0.99734,2.659574,1.329787,0.664894,1.662234,0.332447
