text_id,passage_id,condition,author_id,author_name,work_id,work_title,qc_status,qc_flags,word_count_feature,sentence_count_feature,paragraph_count_feature,mean_sentence_words,median_sentence_words,std_sentence_words,short_sentence_ratio,long_sentence_ratio,punctuation_per_1000w,comma_per_1000w,semicolon_per_1000w,colon_per_1000w,dash_per_1000w,question_per_1000w,exclamation_per_1000w,quote_mark_per_1000w,apostrophe_per_1000w,ellipsis_per_1000w,type_token_ratio,root_type_token_ratio,hapax_ratio,avg_word_length,long_word_ratio,short_word_ratio,contraction_per_1000w,archaic_marker_per_1000w,abstract_suffix_per_1000w,dialogue_marker_per_1000w,fw_the_per_1000w,fw_and_per_1000w,fw_of_per_1000w,fw_to_per_1000w,fw_a_per_1000w,fw_in_per_1000w,fw_that_per_1000w,fw_it_per_1000w,fw_is_per_1000w,fw_was_per_1000w,fw_i_per_1000w,fw_for_per_1000w,fw_with_per_1000w,fw_as_per_1000w,fw_his_per_1000w,fw_he_per_1000w,fw_be_per_1000w,fw_not_per_1000w,fw_by_per_1000w,fw_but_per_1000w,fw_had_per_1000w,fw_you_per_1000w,fw_at_per_1000w,fw_on_per_1000w,fw_her_per_1000w,fw_which_per_1000w,fw_have_per_1000w,fw_or_per_1000w,fw_from_per_1000w,fw_this_per_1000w,fw_my_per_1000w,fw_me_per_1000w,fw_all_per_1000w,fw_so_per_1000w,fw_were_per_1000w,fw_they_per_1000w,fw_him_per_1000w,fw_she_per_1000w,fw_there_per_1000w,fw_no_per_1000w,fw_one_per_1000w,fw_their_per_1000w,fw_we_per_1000w,fw_what_per_1000w,fw_if_per_1000w,fw_would_per_1000w,fw_when_per_1000w,fw_who_per_1000w,fw_will_per_1000w,fw_more_per_1000w,fw_an_per_1000w,fw_do_per_1000w,fw_are_per_1000w,fw_than_per_1000w,fw_could_per_1000w,fw_them_per_1000w,fw_been_per_1000w,char3__space_th,char3_the,char3_he_space_,char3__space_an,char3_nd_space_,char3_and,char3_ed_space_,char3__space_to,char3__space_of,char3_ing,char3_of_space_,char3_to_space_,char3__space_he,char3_ng_space_,char3__space_in,char3_er_space_,char3_at_space_,char3_as_space_,char3__space_ha,char3_comma_space_a,char3_her,char3__space_a_space_,char3_d_space_t,char3__space_be,char3__space_wa,char3_is_space_,char3__space_i_space_,char3_in_space_,char3__space_hi,char3_re_space_,char3_hat,char3_e_space_t,char3__space_wh,char3__space_co,char3_tha,char3_on_space_,char3_n_space_t,char3_was,char3__space_it,char3__space_no,char3_his,char3__space_wi,char3_e_space_w,char3_ere,char3_e_space_s,char3_en_space_,char3_e_space_a,char3_t_space_t,char3_ecomma_space_,char3_you,char3_ver,char3_for,char3__space_yo,char3_ent,char3__space_sh,char3__space_fo,char3_ut_space_,char3_or_space_,char3_ly_space_,char3__space_re,char3_e_space_o,char3_it_space_,char3_ll_space_,char3__space_so,char3_ter,char3_ion,char3_th_space_,char3__space_on,char3__space_we,char3_d_space_a,char3_scomma_space_,char3_e_space_h,char3_me_space_,char3_ad_space_,char3__space_ma,char3_f_space_t,char3_ith,char3_thi,char3_s_space_a,char3_ld_space_,char3_s_space_t,char3_ve_space_,char3_st_space_,char3__space_me,char3_t_space_i,char3_wit,char3__space_as,char3_an_space_,char3_all,char3_not,char3_had,char3_d_space_h,char3__space_sa,char3_e_space_i,char3_e_space_m,char3_dcomma_space_,char3_t_space_a,char3_le_space_,char3__space_do,char3_ght,char3_comma_space_t,char3_eve,char3_e_space_c,char3__space_mo,char3_s_space_o,char3_es_space_,char3_ot_space_,char3_oul,char3_ou_space_,char3_tio,char3__space_de,char3__space_al,char3_d_space_i,char3_she,char3_ch_space_,char3__space_my,char3__space_se,char3_uld,char3_t_space_w,char3__space_bu
AUSTEN_PRIDE_AND_PREJUDICE_015__modernize,AUSTEN_PRIDE_AND_PREJUDICE_015,modernize,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,524,22,2,23.818182,25.0,14.351548,0.181818,0.136364,131.679389,64.885496,9.541985,0.0,3.816794,0.0,0.0,11.450382,9.541985,0.0,0.507634,11.620264,0.375954,4.517176,0.145038,0.429389,9.541985,0.0,40.076336,11.450382,43.89313,24.80916,36.259542,24.80916,11.450382,15.267176,36.259542,11.450382,3.816794,13.358779,49.618321,1.908397,7.633588,7.633588,5.725191,3.816794,9.541985,17.175573,7.633588,9.541985,19.083969,9.541985,3.816794,0.0,7.633588,3.816794,11.450382,1.908397,9.541985,0.0,11.450382,1.908397,0.0,1.908397,1.908397,0.0,3.816794,5.725191,0.0,3.816794,0.0,3.816794,0.0,0.0,7.633588,3.816794,0.0,3.816794,5.725191,0.0,1.908397,0.0,1.908397,3.816794,3.816794,3.816794,11.450382,16.949153,11.864407,9.491525,5.423729,5.762712,5.084746,6.779661,4.745763,7.79661,5.762712,6.440678,4.067797,3.389831,4.40678,3.728814,6.101695,6.101695,4.067797,5.762712,2.033898,4.40678,2.033898,3.728814,5.423729,3.389831,1.694915,8.474576,3.050847,1.694915,2.372881,6.440678,3.050847,1.694915,2.372881,7.118644,1.694915,0.677966,2.372881,2.033898,3.728814,1.016949,4.067797,1.016949,2.033898,2.372881,3.728814,2.711864,1.694915,1.355932,6.779661,3.050847,2.033898,6.440678,4.067797,1.355932,1.016949,2.033898,2.033898,3.050847,2.711864,2.372881,1.694915,1.016949,0.677966,3.050847,4.40678,2.033898,1.355932,0.677966,0.338983,1.016949,1.016949,1.016949,3.728814,2.372881,2.372881,1.694915,0.0,2.711864,1.694915,2.033898,3.050847,3.389831,1.016949,4.40678,2.033898,1.694915,2.033898,0.677966,3.050847,3.389831,1.016949,1.016949,1.016949,0.677966,0.677966,1.694915,1.016949,0.0,1.016949,1.355932,3.728814,1.016949,1.016949,3.050847,1.694915,3.050847,1.355932,1.355932,3.389831,1.694915,1.016949,1.355932,1.016949,1.355932,2.372881,3.050847,1.355932,1.694915,1.694915
AUSTEN_PRIDE_AND_PREJUDICE_015__simplify,AUSTEN_PRIDE_AND_PREJUDICE_015,simplify,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,493,25,1,19.72,18,10.176522,0.2,0.04,131.845842,73.022312,0.0,0.0,0.0,0.0,0.0,8.11359,8.11359,0.0,0.509128,11.304471,0.377282,4.427992,0.137931,0.432049,8.11359,0.0,32.454361,8.11359,28.397566,24.340771,26.369168,14.198783,12.170385,18.255578,42.596349,14.198783,6.085193,18.255578,54.766734,10.141988,6.085193,8.11359,6.085193,4.056795,8.11359,14.198783,6.085193,8.11359,18.255578,16.227181,6.085193,2.028398,10.141988,4.056795,6.085193,2.028398,8.11359,4.056795,14.198783,4.056795,0.0,0.0,6.085193,2.028398,6.085193,8.11359,0.0,4.056795,2.028398,2.028398,0.0,0.0,6.085193,8.11359,0.0,4.056795,8.11359,0.0,0.0,2.028398,4.056795,2.028398,4.056795,2.028398,6.085193,16.093636,9.509876,7.315289,6.217996,5.852231,4.754938,8.046818,2.560351,5.486467,5.486467,4.754938,2.560351,3.29188,2.926116,4.754938,6.949525,8.412582,5.120702,5.120702,2.560351,4.754938,2.194587,2.926116,5.120702,4.754938,2.560351,9.87564,3.657644,2.194587,3.657644,7.681053,2.194587,1.828822,2.194587,8.046818,2.560351,1.463058,3.29188,2.560351,3.657644,1.828822,3.657644,0.731529,2.560351,2.194587,3.29188,2.194587,1.828822,1.097293,6.58376,3.29188,4.023409,6.217996,3.657644,1.828822,2.194587,1.463058,2.926116,3.657644,1.828822,2.560351,2.560351,1.463058,0.365764,3.29188,4.754938,1.463058,1.828822,1.463058,1.828822,0.731529,0.731529,1.097293,3.29188,2.194587,1.828822,1.097293,1.097293,2.926116,2.560351,2.560351,2.560351,4.023409,1.463058,5.120702,1.097293,2.194587,1.463058,1.097293,2.926116,3.29188,1.828822,0.731529,2.194587,0.731529,0.731529,1.828822,0.731529,0.365764,1.097293,1.097293,5.120702,0.0,1.097293,2.194587,0.731529,2.560351,2.194587,2.194587,3.29188,1.828822,1.097293,1.097293,1.463058,1.463058,2.926116,2.926116,2.194587,1.463058,1.463058
AUSTEN_PRIDE_AND_PREJUDICE_016__original,AUSTEN_PRIDE_AND_PREJUDICE_016,original,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,577,29,6,19.896552,12,26.456659,0.413793,0.034483,176.77643,69.32409,15.59792,1.733102,6.932409,1.733102,10.398614,15.59792,8.665511,0.0,0.485269,11.656553,0.353553,4.847487,0.159445,0.415945,8.665511,0.0,45.060659,15.59792,31.195841,31.195841,41.594454,22.530329,13.864818,22.530329,27.729636,3.466205,1.733102,10.398614,12.131716,1.733102,6.932409,6.932409,25.996534,8.665511,1.733102,8.665511,5.199307,5.199307,27.729636,0.0,1.733102,5.199307,17.331023,10.398614,15.59792,6.932409,5.199307,3.466205,8.665511,0.0,0.0,3.466205,10.398614,0.0,8.665511,27.729636,1.733102,3.466205,3.466205,1.733102,0.0,3.466205,0.0,1.733102,3.466205,5.199307,0.0,1.733102,1.733102,0.0,0.0,0.0,13.864818,3.466205,19.064125,11.56738,9.543088,11.278195,6.072874,5.494505,5.494505,6.940428,4.916136,8.097166,6.072874,6.940428,3.759398,5.78369,4.337767,5.205321,6.072874,5.494505,3.181029,8.38635,2.024291,7.518797,2.313476,2.313476,4.916136,2.024291,5.205321,1.445922,3.759398,6.072874,2.60266,5.494505,0.867553,4.337767,4.916136,4.626952,4.048583,2.024291,1.735107,0.578369,3.181029,4.916136,2.891845,2.891845,4.048583,0.289184,5.78369,0.867553,1.445922,2.60266,0.0,2.60266,0.867553,0.0,3.181029,5.205321,1.156738,1.156738,1.735107,3.759398,2.60266,2.891845,1.156738,0.289184,2.024291,2.313476,4.626952,1.156738,1.445922,1.735107,2.024291,1.156738,3.181029,0.867553,4.916136,0.867553,1.445922,2.60266,2.313476,2.024291,2.60266,1.445922,3.470214,0.578369,1.445922,0.289184,1.445922,2.313476,0.867553,0.867553,1.445922,4.626952,2.60266,0.0,1.445922,1.445922,1.445922,2.024291,2.313476,0.0,1.156738,0.578369,2.60266,2.313476,1.735107,1.735107,0.289184,1.445922,2.60266,0.0,4.337767,1.735107,1.156738,1.156738,4.916136,2.60266,2.313476,1.156738,2.60266,0.578369,0.867553
AUSTEN_PRIDE_AND_PREJUDICE_016__paraphrase,AUSTEN_PRIDE_AND_PREJUDICE_016,paraphrase,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,536,32,6,16.75,13.5,11.472794,0.40625,0.0625,160.447761,67.164179,1.865672,1.865672,3.731343,1.865672,11.19403,20.522388,13.059701,0.0,0.526119,12.180545,0.402985,4.891791,0.179104,0.41791,13.059701,0.0,33.58209,20.522388,29.850746,26.119403,27.985075,16.791045,9.328358,13.059701,24.253731,3.731343,1.865672,13.059701,14.925373,3.731343,5.597015,3.731343,24.253731,16.791045,1.865672,11.19403,11.19403,5.597015,27.985075,0.0,0.0,3.731343,18.656716,1.865672,7.462687,9.328358,9.328358,7.462687,9.328358,1.865672,0.0,1.865672,3.731343,1.865672,7.462687,35.447761,0.0,3.731343,1.865672,1.865672,0.0,0.0,1.865672,3.731343,5.597015,5.597015,0.0,1.865672,0.0,0.0,0.0,0.0,13.059701,1.865672,18.656716,11.768349,8.361722,13.62651,5.264788,5.574481,4.335708,10.219882,3.716321,4.955094,7.122948,4.645401,2.787241,6.813255,5.884175,6.813255,6.813255,4.026014,2.787241,6.503561,2.167854,5.884175,1.548467,3.406627,4.335708,2.477547,5.264788,1.548467,2.167854,5.574481,2.167854,4.026014,1.548467,2.477547,3.716321,4.026014,2.477547,1.548467,2.167854,0.619387,3.406627,5.264788,2.167854,1.85816,2.787241,1.238774,5.884175,1.548467,1.85816,2.787241,0.0,1.85816,1.238774,0.0,3.406627,6.813255,2.167854,1.85816,2.477547,5.574481,5.884175,2.167854,0.619387,0.619387,1.238774,3.406627,2.787241,1.548467,0.92908,0.92908,2.787241,0.309693,3.716321,0.619387,4.955094,1.85816,1.238774,1.548467,2.477547,1.85816,3.406627,0.309693,1.85816,1.238774,0.309693,0.619387,1.548467,1.548467,0.619387,1.548467,1.85816,4.645401,2.787241,0.309693,2.167854,1.85816,1.548467,0.0,0.0,0.0,1.238774,0.92908,2.477547,1.238774,1.548467,1.548467,0.619387,1.85816,2.787241,0.0,2.477547,3.716321,0.619387,1.238774,5.884175,1.548467,1.85816,2.167854,2.787241,0.309693,0.92908
AUSTEN_PRIDE_AND_PREJUDICE_016__modernize,AUSTEN_PRIDE_AND_PREJUDICE_016,modernize,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,600,32,6,18.75,14.0,14.017846,0.40625,0.15625,140.0,63.333333,1.666667,1.666667,3.333333,1.666667,10.0,16.666667,10.0,0.0,0.483333,11.8392,0.343333,4.69,0.153333,0.413333,10.0,0.0,31.666667,16.666667,30.0,26.666667,30.0,15.0,11.666667,15.0,33.333333,1.666667,3.333333,15.0,13.333333,1.666667,5.0,5.0,20.0,16.666667,5.0,8.333333,10.0,5.0,30.0,0.0,1.666667,6.666667,18.333333,0.0,11.666667,10.0,8.333333,6.666667,10.0,0.0,1.666667,3.333333,8.333333,3.333333,8.333333,30.0,1.666667,3.333333,3.333333,0.0,0.0,3.333333,3.333333,5.0,5.0,5.0,0.0,1.666667,0.0,0.0,0.0,0.0,10.0,3.333333,18.333333,14.912532,9.750502,13.191855,5.735589,5.44881,4.875251,9.463722,3.728133,6.309148,7.743046,5.16203,2.867795,7.169487,5.735589,5.735589,7.743046,6.309148,3.728133,8.029825,2.294236,7.456266,2.007456,3.154574,5.44881,2.581015,4.588471,1.433897,2.581015,5.16203,2.294236,6.595928,1.720677,2.867795,2.867795,5.735589,3.728133,1.147118,2.581015,0.286779,2.867795,4.588471,2.007456,2.581015,2.867795,0.573559,6.022369,1.147118,1.720677,2.581015,0.0,2.294236,0.860338,0.0,3.441354,6.022369,1.433897,1.433897,2.581015,4.588471,4.301692,2.294236,0.573559,0.573559,2.007456,2.007456,4.301692,1.433897,1.720677,1.720677,3.441354,0.573559,3.154574,1.147118,5.44881,1.433897,1.147118,2.007456,2.867795,1.720677,2.867795,0.573559,2.007456,0.573559,0.573559,0.286779,1.147118,1.720677,0.573559,0.573559,1.433897,5.16203,2.867795,0.0,1.720677,1.433897,1.720677,0.860338,1.433897,0.286779,1.147118,0.573559,2.581015,1.433897,2.007456,1.433897,0.860338,1.433897,2.581015,0.0,3.728133,2.294236,0.860338,0.860338,5.16203,1.147118,2.581015,1.147118,2.581015,1.147118,0.860338
AUSTEN_PRIDE_AND_PREJUDICE_016__simplify,AUSTEN_PRIDE_AND_PREJUDICE_016,simplify,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,576,35,6,16.457143,13,11.286763,0.428571,0.057143,149.305556,62.5,1.736111,1.736111,3.472222,1.736111,10.416667,19.097222,12.152778,0.0,0.494792,11.875,0.352431,4.678819,0.154514,0.418403,12.152778,0.0,31.25,19.097222,27.777778,26.041667,24.305556,20.833333,8.680556,13.888889,24.305556,3.472222,3.472222,19.097222,13.888889,3.472222,3.472222,3.472222,20.833333,22.569444,3.472222,8.680556,8.680556,5.208333,29.513889,0.0,1.736111,5.208333,20.833333,1.736111,12.152778,10.416667,8.680556,10.416667,10.416667,0.0,1.736111,3.472222,5.208333,1.736111,6.944444,27.777778,1.736111,3.472222,1.736111,1.736111,0.0,1.736111,3.472222,5.208333,5.208333,5.208333,0.0,1.736111,1.736111,0.0,0.0,0.0,10.416667,3.472222,17.361111,13.452915,9.267564,13.452915,5.68012,5.68012,4.783259,8.071749,4.484305,5.381166,7.174888,4.185351,3.886398,8.370703,5.381166,5.381166,8.669656,5.082212,3.886398,7.174888,1.793722,7.473842,1.494768,2.391629,5.082212,3.28849,5.381166,1.494768,2.391629,5.082212,2.391629,4.484305,1.793722,2.989537,2.690583,4.185351,2.989537,1.494768,3.28849,0.597907,2.690583,5.381166,1.793722,2.989537,2.391629,0.597907,6.278027,1.494768,1.793722,2.391629,0.0,2.391629,1.494768,0.0,2.989537,5.68012,2.092676,1.494768,3.28849,4.484305,4.484305,1.793722,0.896861,0.298954,1.793722,2.690583,3.886398,0.597907,1.195815,1.793722,2.989537,0.597907,3.886398,1.195815,5.381166,1.494768,0.896861,1.793722,2.989537,1.793722,2.989537,0.597907,2.391629,1.195815,0.298954,0.597907,0.896861,1.494768,0.896861,0.298954,1.494768,5.082212,2.391629,0.0,1.494768,1.793722,1.494768,0.896861,1.494768,0.298954,1.195815,0.597907,2.391629,1.195815,1.793722,0.896861,0.298954,1.494768,2.690583,0.0,3.28849,2.391629,1.195815,0.597907,4.783259,1.195815,2.391629,0.896861,2.690583,1.494768,0.896861
AUSTEN_PRIDE_AND_PREJUDICE_017__original,AUSTEN_PRIDE_AND_PREJUDICE_017,original,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,553,34,6,16.264706,14.0,14.890401,0.470588,0.088235,209.764919,86.799277,16.274864,0.0,7.233273,3.616637,7.233273,27.124774,5.424955,0.0,0.528029,12.417103,0.38698,4.466546,0.135624,0.453888,5.424955,1.808318,30.74141,27.124774,34.358047,37.974684,36.166365,23.508137,12.658228,14.466546,12.658228,7.233273,7.233273,9.041591,9.041591,7.233273,3.616637,3.616637,0.0,0.0,23.508137,19.891501,7.233273,5.424955,0.0,14.466546,7.233273,1.808318,39.783002,9.041591,5.424955,1.808318,5.424955,3.616637,5.424955,3.616637,3.616637,0.0,1.808318,3.616637,1.808318,18.083183,1.808318,5.424955,0.0,3.616637,1.808318,1.808318,5.424955,1.808318,0.0,1.808318,21.699819,0.0,1.808318,3.616637,9.041591,1.808318,0.0,3.616637,3.616637,12.472018,9.59386,9.274065,9.274065,7.035497,7.035497,4.477135,5.116725,7.355293,2.878158,6.715702,4.157339,7.994883,2.558363,3.837544,10.233451,3.837544,3.197953,2.878158,2.238567,9.913655,1.918772,1.598977,7.035497,1.918772,1.918772,1.598977,2.878158,0.319795,2.558363,2.558363,2.558363,3.517749,3.517749,2.558363,2.558363,2.238567,1.598977,1.279181,5.436521,0.639591,5.436521,2.558363,2.558363,1.279181,1.918772,3.197953,2.238567,3.197953,3.837544,3.197953,2.558363,3.837544,2.558363,3.517749,2.238567,1.918772,2.558363,2.238567,3.197953,2.558363,0.959386,4.157339,0.959386,2.238567,2.558363,1.918772,0.319795,0.639591,2.238567,0.959386,1.279181,0.639591,0.0,2.558363,1.279181,1.279181,0.639591,2.878158,0.639591,0.639591,0.959386,3.197953,0.959386,0.639591,1.279181,0.959386,0.959386,0.959386,4.79693,0.0,0.639591,1.598977,0.959386,1.598977,2.238567,2.238567,3.197953,0.959386,0.959386,2.238567,1.918772,1.598977,0.319795,0.639591,0.959386,4.157339,0.319795,2.238567,2.238567,1.918772,1.598977,0.639591,3.197953,2.878158,0.959386,0.639591,0.319795,1.598977,1.279181
AUSTEN_PRIDE_AND_PREJUDICE_017__paraphrase,AUSTEN_PRIDE_AND_PREJUDICE_017,paraphrase,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,515,34,6,15.147059,12.0,13.453913,0.5,0.029412,194.174757,77.669903,7.76699,0.0,9.708738,3.883495,7.76699,31.067961,7.76699,0.0,0.572816,12.999253,0.440777,4.765049,0.178641,0.413592,7.76699,0.0,25.242718,31.067961,27.184466,33.009709,19.417476,21.359223,9.708738,19.417476,15.533981,1.941748,7.76699,5.825243,7.76699,7.76699,0.0,1.941748,0.0,1.941748,15.533981,23.300971,7.76699,3.883495,3.883495,15.533981,1.941748,1.941748,40.776699,0.0,5.825243,3.883495,5.825243,5.825243,5.825243,5.825243,1.941748,0.0,0.0,3.883495,0.0,25.242718,1.941748,5.825243,0.0,3.883495,1.941748,1.941748,5.825243,1.941748,0.0,3.883495,25.242718,1.941748,0.0,3.883495,5.825243,1.941748,0.0,3.883495,1.941748,12.10733,9.162304,9.162304,7.526178,5.890052,6.544503,3.926702,4.581152,3.926702,4.908377,3.272251,3.926702,8.180628,4.908377,5.235602,10.471204,2.945026,1.963351,3.926702,2.290576,10.143979,1.308901,1.963351,4.908377,0.981675,1.963351,0.981675,3.926702,0.327225,2.290576,2.945026,3.272251,1.636126,1.636126,2.945026,2.290576,1.308901,0.981675,0.327225,4.908377,0.981675,5.235602,2.617801,2.617801,0.981675,1.963351,1.308901,2.290576,1.636126,4.253927,2.617801,2.617801,4.253927,3.599476,5.890052,3.599476,0.981675,2.617801,2.617801,3.926702,0.65445,0.65445,4.908377,0.65445,2.290576,1.636126,1.308901,0.65445,0.327225,0.327225,2.290576,1.636126,0.981675,0.981675,1.308901,1.308901,0.327225,0.981675,1.963351,1.636126,1.308901,2.617801,1.636126,1.963351,1.636126,0.327225,0.327225,0.981675,0.327225,4.253927,0.65445,0.981675,0.65445,0.981675,1.963351,2.617801,0.65445,1.636126,1.308901,1.308901,1.636126,2.617801,1.308901,1.308901,0.65445,1.308901,4.253927,0.65445,2.290576,1.636126,3.599476,0.981675,0.981675,4.253927,0.981675,0.981675,0.65445,0.65445,0.65445,0.65445
AUSTEN_PRIDE_AND_PREJUDICE_017__modernize,AUSTEN_PRIDE_AND_PREJUDICE_017,modernize,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,517,35,6,14.771429,13,11.766989,0.485714,0.057143,199.226306,71.566731,3.868472,1.934236,9.67118,3.868472,7.736944,42.553191,19.34236,0.0,0.560928,12.754185,0.415861,4.653772,0.147002,0.415861,19.34236,0.0,21.276596,42.553191,29.01354,34.816248,19.34236,19.34236,11.605416,7.736944,15.473888,1.934236,7.736944,5.802708,9.67118,5.802708,3.868472,1.934236,0.0,0.0,23.210832,11.605416,7.736944,5.802708,3.868472,17.408124,5.802708,1.934236,40.618956,0.0,7.736944,3.868472,1.934236,3.868472,5.802708,3.868472,1.934236,0.0,0.0,3.868472,1.934236,27.079304,1.934236,5.802708,0.0,3.868472,1.934236,1.934236,5.802708,1.934236,0.0,7.736944,23.210832,1.934236,0.0,0.0,7.736944,1.934236,0.0,3.868472,3.868472,12.304623,9.311606,9.644164,8.313934,7.316262,6.983705,3.325574,3.990688,4.323246,2.993016,3.325574,3.658131,7.981377,3.325574,1.995344,9.976721,3.658131,2.327902,3.658131,1.995344,9.976721,1.662787,1.995344,7.648819,0.997672,1.662787,1.330229,1.662787,0.332557,1.995344,2.993016,3.658131,2.327902,2.660459,2.993016,2.327902,0.332557,0.997672,0.332557,2.993016,0.665115,5.320918,3.658131,2.660459,1.662787,1.995344,2.327902,3.325574,2.327902,4.323246,2.660459,2.660459,3.990688,2.660459,5.653475,2.993016,2.327902,1.995344,2.327902,3.658131,1.330229,0.332557,4.323246,1.330229,2.660459,2.327902,1.995344,0.665115,0.332557,1.330229,1.662787,1.662787,0.997672,0.665115,1.330229,1.330229,0.997672,0.665115,2.327902,0.997672,0.0,2.660459,2.327902,0.997672,0.997672,0.997672,0.332557,0.997672,0.997672,2.660459,0.665115,0.997672,1.330229,0.665115,1.662787,1.330229,2.327902,1.995344,1.330229,1.330229,2.660459,2.327902,0.997672,0.997672,0.332557,0.0,2.660459,0.665115,2.660459,1.995344,2.993016,0.997672,0.997672,4.655803,1.330229,0.997672,0.665115,0.665115,1.330229,0.997672
AUSTEN_PRIDE_AND_PREJUDICE_017__simplify,AUSTEN_PRIDE_AND_PREJUDICE_017,simplify,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,512,38,6,13.473684,12.0,9.455538,0.421053,0.0,183.59375,70.3125,1.953125,0.0,7.8125,3.90625,7.8125,29.296875,5.859375,0.0,0.542969,12.28598,0.398438,4.466797,0.130859,0.441406,5.859375,0.0,11.71875,29.296875,31.25,31.25,15.625,17.578125,11.71875,11.71875,15.625,3.90625,7.8125,7.8125,9.765625,7.8125,3.90625,3.90625,0.0,1.953125,25.390625,23.4375,7.8125,5.859375,3.90625,15.625,5.859375,1.953125,41.015625,0.0,5.859375,3.90625,1.953125,3.90625,5.859375,3.90625,1.953125,0.0,0.0,5.859375,1.953125,29.296875,1.953125,5.859375,0.0,3.90625,1.953125,1.953125,5.859375,1.953125,0.0,7.8125,29.296875,1.953125,0.0,3.90625,9.765625,1.953125,0.0,3.90625,3.90625,13.180715,10.058966,11.099549,7.977801,6.937218,6.590357,3.81547,3.81547,3.468609,2.774887,2.774887,3.468609,8.671523,3.121748,3.121748,10.405827,4.162331,3.121748,3.81547,2.081165,10.405827,2.081165,1.734305,7.977801,1.387444,1.734305,1.387444,2.081165,0.693722,3.468609,3.121748,4.509192,2.428026,3.81547,3.121748,1.734305,1.040583,1.387444,0.693722,5.202914,0.693722,6.590357,4.509192,2.774887,1.040583,2.081165,2.428026,2.774887,3.468609,3.81547,2.774887,2.428026,3.468609,2.774887,6.243496,2.774887,2.081165,2.428026,2.081165,3.468609,1.387444,0.693722,5.549775,1.040583,3.121748,1.387444,2.081165,0.693722,0.346861,2.081165,0.346861,1.734305,1.040583,0.693722,1.387444,0.693722,1.040583,0.693722,2.774887,1.387444,0.693722,1.734305,1.734305,1.040583,1.734305,1.040583,0.693722,1.040583,0.693722,4.856053,0.693722,1.040583,1.387444,0.693722,1.734305,1.387444,1.040583,2.081165,1.387444,1.387444,1.734305,2.428026,1.040583,0.693722,0.693722,1.040583,4.856053,1.040583,2.428026,1.040583,2.081165,1.040583,1.040583,5.202914,1.387444,1.040583,1.387444,1.040583,2.081165,1.040583
AUSTEN_PRIDE_AND_PREJUDICE_018__original,AUSTEN_PRIDE_AND_PREJUDICE_018,original,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,563,48,20,11.729167,9.5,10.107216,0.520833,0.041667,273.534636,74.600355,14.209591,7.104796,3.552398,5.328597,1.776199,65.719361,3.552398,0.0,0.474245,11.252708,0.31794,4.31794,0.127886,0.468917,3.552398,0.0,12.433393,65.719361,40.852575,31.971581,23.090586,19.538188,10.657194,12.433393,12.433393,1.776199,14.209591,21.314387,23.090586,10.657194,7.104796,10.657194,14.209591,12.433393,7.104796,14.209591,3.552398,8.880995,5.328597,5.328597,3.552398,3.552398,19.538188,1.776199,5.328597,3.552398,5.328597,7.104796,3.552398,0.0,3.552398,7.104796,3.552398,5.328597,12.433393,17.761989,3.552398,3.552398,3.552398,1.776199,0.0,3.552398,3.552398,1.776199,8.880995,5.328597,7.104796,7.104796,1.776199,3.552398,7.104796,1.776199,7.104796,1.776199,1.776199,15.015974,12.779553,12.460064,5.750799,6.389776,6.709265,5.111821,4.153355,4.153355,2.875399,4.153355,3.514377,7.028754,2.875399,3.514377,7.667732,4.153355,5.750799,3.194888,2.236422,7.348243,1.916933,2.875399,2.875399,3.833866,6.389776,3.514377,2.555911,5.111821,4.472843,3.194888,2.236422,3.833866,2.875399,2.875399,2.236422,2.875399,3.833866,0.0,3.514377,3.833866,3.514377,2.555911,3.194888,1.916933,2.555911,1.277955,1.277955,1.277955,2.236422,2.236422,1.916933,2.236422,2.875399,3.514377,2.236422,1.597444,2.555911,1.277955,1.916933,2.875399,0.319489,1.916933,1.916933,3.194888,1.916933,2.875399,1.597444,0.638978,0.958466,2.555911,1.916933,0.958466,0.958466,4.472843,1.277955,1.597444,2.236422,3.194888,2.236422,2.555911,1.597444,4.472843,0.958466,1.277955,1.277955,2.236422,1.597444,0.638978,2.875399,0.958466,1.916933,2.875399,1.277955,1.277955,2.555911,1.277955,0.958466,1.597444,1.597444,1.597444,1.597444,0.958466,2.555911,2.236422,0.638978,2.555911,1.916933,0.958466,1.277955,0.0,1.916933,0.958466,3.514377,1.916933,0.638978,0.958466,1.916933,1.277955,1.597444
